"component"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"PC2"	"GO_BP"	"0030335"	"positive regulation of cell migration "	36	574	101	5698	6.09756097560976	1.77255177255177	6.70979324559704e-09	2.33098217352041e-05	3.43999034049746	"O00159;O00560;O00592;O43707;O75131;O95819;P01137;P05019;P05230;P05556;P06756;P07996;P09619;P09668;P12643;P13501;P15692;P17948;P28799;P29508;P33151;P35916;P35968;P40763;P48509;P56945;P98082;Q07157;Q09328;Q13214;Q13591;Q14511;Q6ZS17;Q86T65;Q96HY6;Q9UH99"
"PC2"	"GO_BP"	"0045766"	"positive regulation of angiogenesis "	26	574	61	5698	4.35540069686411	1.07055107055107	7.72795028676245e-08	0.000134234496481064	4.06837265093962	"O14786;O60895;P05106;P05230;P05556;P07996;P09668;P14921;P15692;P17813;P17948;P25025;P26012;P28799;P29972;P33151;P35968;P37173;P40763;P62324;Q13591;Q16236;Q16610;Q5UCC4;Q9H2X6;Q9NQC3"
"PC2"	"GO_BP"	"0010595"	"positive regulation of endothelial cell migration "	16	574	37	5698	2.61324041811847	0.649350649350649	3.53533279157115e-05	0.0307043652947954	4.02439024390244	"O14495;O14786;P05106;P05230;P07996;P09486;P14921;P15692;P23771;P27797;P28799;P35613;P35916;P35968;P56945;Q5UCC4"
"PC2"	"GO_BP"	"0035924"	"cellular response to vascular endothelial growth factor stimulus "	10	574	17	5698	1.56794425087108	0.298350298350298	0.000293612492608158	0.16542031078493	5.25538020086083	"O14786;O60895;P15692;P17948;P19320;P22736;P35916;P35968;P49137;P54826"
"PC2"	"GO_BP"	"0043627"	"response to estrogen "	10	574	17	5698	1.56794425087108	0.298350298350298	0.000293612492608158	0.16542031078493	5.25538020086083	"O43541;P07900;P08473;P09619;P18065;P23771;P24385;P25063;P35221;P37173"
"PC2"	"GO_BP"	"0051897"	"positive regulation of protein kinase B signaling "	15	574	42	5698	2.4390243902439	0.737100737100737	0.000342473032180778	0.16542031078493	3.30894308943089	"P01137;P05019;P05067;P05556;P07900;P07996;P15692;P17813;P23771;P24593;P32248;P42330;Q13591;Q6NSJ0;Q9NQC3"
"PC2"	"GO_BP"	"0001570"	"vasculogenesis "	13	574	32	5698	2.09059233449477	0.561600561600562	0.000380933358169095	0.16542031078493	3.72256097560976	"O14786;O60895;P01137;P06756;P15692;P17813;P26012;P35968;P37173;Q12965;Q8WUI4;Q96PU8;Q9ULI3"
"PC2"	"GO_BP"	"0007229"	"integrin-mediated signaling pathway "	15	574	44	5698	2.4390243902439	0.772200772200772	0.000505000365416136	0.194930141050629	3.15853658536585	"O14495;O14786;O15230;P05106;P05556;P06756;P22392;P26006;P26012;P35221;P56945;Q08722;Q14511;Q9UHI8;Q9Y490"
"PC2"	"GO_BP"	"0007155"	"cell adhesion "	31	574	144	5698	5.22648083623693	2.52720252720253	0.000655626930373391	0.227764795611716	2.06808943089431	"O00592;P05067;P05106;P05362;P05556;P06756;P07996;P13598;P14770;P17813;P19320;P20138;P20273;P22392;P26012;P35221;P35222;P39060;P48509;P50895;P55196;P55268;P56945;Q02487;Q04900;Q08629;Q13591;Q14511;Q14517;Q16270;Q9BRK3"
"PC2"	"GO_BP"	"0010628"	"positive regulation of gene expression "	31	574	151	5698	5.22648083623693	2.65005265005265	0.000919193923087452	0.290298153527801	1.97221773542239	"O00206;O43504;O60895;O94916;P01137;P03971;P05019;P05067;P05106;P05230;P09668;P12643;P14921;P15529;P15692;P16885;P17813;P18848;P26006;P26012;P27797;P33151;P35222;P35680;P40763;P55196;Q13563;Q16236;Q96HY6;Q96PU8;Q9P1Z2"
"PC2"	"GO_BP"	"0070374"	"positive regulation of ERK1 and ERK2 cascade "	18	574	69	5698	2.9616724738676	1.21095121095121	0.00181048615462184	0.483817607781252	2.44574054436197	"O00206;O14786;O60658;P01137;P02649;P05019;P05067;P05106;P05230;P05362;P09619;P12643;P13501;P15692;P32248;P35916;P35968;Q6UXI9"
"PC2"	"GO_BP"	"0007568"	"aging "	15	574	53	5698	2.4390243902439	0.93015093015093	0.00227519722147943	0.564573939101395	2.62218131615278	"P00441;P01033;P03971;P04040;P08473;P09619;P18065;P19320;P24593;P35221;P36969;P37173;P49918;Q14118;Q16236"
"PC2"	"GO_BP"	"0032355"	"response to estradiol "	12	574	36	5698	1.91637630662021	0.631800631800632	0.00258528118696541	0.598751122901188	3.03319783197832	"P01137;P01178;P04040;P09619;P18065;P19021;P24385;P27797;P35222;P36969;P40763;P61764"
"PC3"	"GO_BP"	"1900118"	"negative regulation of execution phase of apoptosis "	6	567	7	5698	0.881834215167548	0.122850122850123	0.00262882732572727	1	7.17813051146384	"Q07817;P0CJ70;P0CJ71;P0CJ73;P0CJ74;P0CJ77"
"PC2"	"GO_BP"	"0009410"	"response to xenobiotic stimulus "	20	574	86	5698	3.31010452961672	1.50930150930151	0.00298067771577504	0.647179649037655	2.19313669880885	"P00441;P03971;P04040;P05023;P07900;P07996;P13010;P17813;P18065;P19021;P23771;P24385;P26006;P27797;P28827;P35222;P35680;P35869;P37173;P42224"
"PC2"	"GO_BP"	"0016477"	"cell migration "	24	574	112	5698	4.00696864111498	1.96560196560197	0.0033560994363384	0.685828790696448	2.03854529616725	"O00592;O15230;P01137;P05556;P06756;P07996;P09619;P17813;P17948;P25063;P31431;P35221;P35968;P56945;P62324;Q08722;Q13829;Q13882;Q14511;Q14517;Q8IVI9;Q9NYB9;Q9UHB6;Q9Y5S2"
"PC1"	"GO_BP"	"0006412"	"translation "	24	557	119	5698	4.12926391382406	2.08845208845209	0.00388584996342243	1	1.97718872108987	"O60783;P08865;P15880;P18077;P18124;P18621;P25398;P30050;P46778;P46783;P49207;P49591;P62249;P62424;P62753;P62854;P62857;P62899;Q05639;Q8IYD1;P22090;P82921;Q9BQ48;Q9Y3D5"
"PC2"	"GO_BP"	"0007204"	"positive regulation of cytosolic calcium ion concentration "	12	574	40	5698	1.91637630662021	0.702000702000702	0.0050733489107563	0.979156339775966	2.72987804878049	"P01178;P05067;P06756;P08174;P25025;P25063;P30556;P32248;P35408;P98161;Q13563;Q9HC23"
"PC3"	"GO_BP"	"0010466"	"negative regulation of peptidase activity "	8	567	18	5698	1.23456790123457	0.315900315900316	0.0051096884428028	1	3.90809327846365	"O43291;P01034;P10646;P30086;Q14508;Q16610;Q86UX2;Q9HC57"
"PC3"	"GO_BP"	"0009410"	"response to xenobiotic stimulus "	19	567	86	5698	3.17460317460317	1.50930150930151	0.00523991607302291	1	2.10335917312661	"O95931;P00441;P00966;P04040;P07911;P17405;P35680;P35869;P40939;P42224;P46821;P49763;P50416;P54277;P61586;Q12879;Q16828;Q96IY4;Q9UP38"
"PC2"	"GO_BP"	"0098609"	"cell-cell adhesion "	15	574	58	5698	2.4390243902439	1.01790101790102	0.00559266430399113	1	2.39613120269134	"O60500;P06756;P13598;P20138;P25063;P26006;P33151;P35221;P35222;P41217;Q02487;Q07157;Q14517;Q96AP7;Q9Y490"
