"trend"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"linear_increasing"	"GO_BP"	"0007165"	"signal transduction "	9	60	374	7049	13.3333333333333	5.30571712299617	0.0134315073827319	1	2.51301247771836	"P29373;P32019;P33402;P36941;P39059;P61981;Q13564;Q92686;Q9NYF5"
"linear_decreasing"	"GO_BP"	"0006412"	"translation "	55	2036	130	7049	2.65225933202358	1.84423322457086	0.0246990569888707	1	1.43813661780263	"O60783;P05388;P08865;P14868;P15880;P18077;P18124;P18621;P23381;P23396;P25398;P30050;P32969;P39019;P40429;P46778;P46783;P49207;P49591;P61247;P61254;P61313;P62081;P62249;P62273;P62424;P62753;P62841;P62854;P62891;P62899;P62913;P62979;P63173;P83731;Q02543;Q02878;Q04637;Q05639;Q12904;Q15025;Q8IXM3;Q8IYD1;Q96L21;Q9BPZ3;Q9NZE8;Q9Y3U8;Q9Y676;P09001;P22090;P82921;Q4U2R6;Q96A35;Q9BQ48;Q9Y3D5"
"linear_decreasing"	"GO_BP"	"0002181"	"cytoplasmic translation "	36	2036	79	7049	1.71905697445973	1.12072634416229	0.0314912370095316	1	1.53387754594514	"P05388;P08865;P15880;P18077;P18124;P18621;P23396;P25398;P30050;P32969;P39019;P40429;P46778;P46783;P49207;P49591;P61247;P61254;P61313;P62081;P62249;P62273;P62424;P62753;P62841;P62854;P62891;P62899;P62913;P62979;P63173;P83731;Q02543;Q02878;Q9Y295;Q9Y3U8"
"linear_decreasing"	"GO_CC"	"0022626"	"cytosolic ribosome "	33	2036	70	7049	1.57170923379175	0.99304865938431	0.0307055652540173	1	1.58271119842829	"P05090;P05388;P08865;P15880;P18077;P18124;P18621;P23396;P25398;P30050;P32969;P39019;P40429;P46778;P46783;P49207;P61247;P61254;P61313;P62081;P62249;P62424;P62753;P62841;P62891;P62899;P62913;P62979;P63173;P83731;Q02543;Q02878;Q9Y3U8"
"linear_decreasing"	"GO_MF"	"0003729"	"mRNA binding "	52	2036	126	7049	2.5049115913556	1.78748758689176	0.035906761561638	1	1.40135887360838	"O43432;O75533;O95232;P00374;P08621;P15880;P18124;P20042;P23396;P26196;P40429;P52298;P61978;P62854;P78563;P83731;Q04637;Q07666;Q09161;Q12996;Q13283;Q14152;Q14444;Q15365;Q15631;Q15637;Q16629;Q4G0J3;Q5PRF9;Q8ND56;Q8WWM7;Q93062;Q96AE4;Q96DE0;Q96DH6;Q96MU7;Q99497;Q99729;Q9BPZ3;Q9BTD8;Q9BY77;Q9HBD1;Q9NQ29;Q9UBU9;Q9UPN6;Q9UQ35;Q9Y3F4;Q9Y5S9;O94913;A6NC42;O75526;A0A0J9YWL9"
"linear_decreasing"	"GO_MF"	"0003723"	"RNA binding "	269	2036	816	7049	13.1630648330059	11.5761100865371	0.0391576824951434	1	1.13708877460611	"A5YKK6;O14647;O43159;O43432;O60381;O60506;O60783;O60812;O60841;O60869;O75152;O75347;O75533;O76003;O95232;O95628;O95793;P00966;P04843;P05141;P05388;P05783;P06748;P07355;P07585;P07910;P08240;P08621;P08865;P09429;P09543;P09651;P09661;P09874;P0DMV8;P0DMV9;P11142;P13798;P14324;P14625;P14868;P15880;P16989;P17096;P17844;P17987;P18031;P18077;P18124;P18621;P19338;P19474;P19544;P20042;P20290;P20810;P20839;P22626;P23284;P23396;P24928;P25398;P25786;P26196;P27824;P30050;P30086;P31483;P31948;P32969;P35221;P35241;P35579;P35637;P35659;P39019;P40429;P40926;P43243;P46060;P46109;P46778;P46783;P49207;P49674;P51003;P51114;P51116;P52298;P55036;P55209;P60468;P61247;P61254;P61313;P61764;P61956;P61978;P62081;P62249;P62258;P62308;P62310;P62318;P62424;P62495;P62753;P62826;P62841;P62854;P62891;P62899;P62913;P62937;P62979;P63104;P63173;P68036;P78332;P78563;P83731;P84077;P98179;Q00059;Q00839;Q01804;Q01844;Q02543;Q02790;Q02878;Q02978;Q04637;Q06830;Q07065;Q07666;Q08945;Q08J23;Q09161;Q10589;Q12996;Q13243;Q13283;Q13427;Q13435;Q13573;Q14103;Q14151;Q14152;Q14204;Q14296;Q14444;Q14683;Q14974;Q15029;Q15233;Q15287;Q15365;Q15424;Q15459;Q15631;Q15637;Q16576;Q16629;Q16637;Q17RY0;Q4G0J3;Q53EL6;Q53HI1;Q5JVF3;Q5PRF9;Q5RKV6;Q5U5Q3;Q5VZF2;Q66PJ3;Q6I9Y2;Q6P6C2;Q6UN15;Q7KZ85;Q7KZF4;Q7L014;Q7L0Y3;Q7L1Q6;Q7L2J0;Q7Z333;Q86VM9;Q86XN8;Q8IXM3;Q8IYD1;Q8NC51;Q8ND56;Q8TB72;Q8WWM7;Q8WXD2;Q92615;Q92620;Q93062;Q969G3;Q96A33;Q96AE4;Q96DH6;Q96EP5;Q96EU6;Q96HR8;Q96I25;Q96MU7;Q96SI9;Q99613;Q99729;Q99733;Q99848;Q9BQ39;Q9BQ61;Q9BRZ2;Q9BTD8;Q9BUJ2;Q9BUQ8;Q9BWJ5;Q9BXP5;Q9BY77;Q9H0D6;Q9H1E3;Q9H307;Q9H814;Q9HA38;Q9HBD1;Q9HCD5;Q9NPE2;Q9NQT5;Q9NRX1;Q9NUL5;Q9NVP1;Q9NX24;Q9P258;Q9UBU9;Q9UK61;Q9UKM9;Q9UL40;Q9UPN6;Q9UQ35;Q9Y2H6;Q9Y2L1;Q9Y2W1;Q9Y324;Q9Y388;Q9Y3F4;Q9Y3T9;Q9Y3U8;Q9Y4Y9;Q9Y520;Q9Y5K5;Q9Y5S9;O00178;P09001;P22090;P82921;Q12872;Q8IWR0;Q8WUA2;Q96A35;Q96KR1;Q9BYD3;Q9NUQ6;O60739;O95478;Q15434;Q5VTL8;Q6DKI1;Q9Y534;P0DPA2"
"linear_decreasing"	"KEGG_pathway"	"hsa03010"	"Ribosome - Homo sapiens (human)"	45	2036	106	7049	2.16110019646365	1.50375939849624	0.0377379510989161	1	1.43713163064833	"P09001;Q96L21;P40429;Q9Y3U8;P08865;Q9Y3D5;Q9BYD3;Q9NZE8;P82921;Q9NX20;Q02878;P18124;P62424;P32969;P62913;P30050;P61313;P18621;Q02543;P46778;P83731;P61254;P62899;P49207;P18077;P63173;P62891;P05388;P15880;P23396;P61247;P22090;P62753;P62081;P46783;P25398;P62841;P62249;P39019;P62854;P62979;P62273;O60783;Q9BQ48;Q96A35"
"linear_decreasing"	"REACTOME_pathway"	"R-HSA-975957"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	45	2036	99	7049	2.21021611001965	1.40445453255781	0.011297072262382	1	1.57371852116449	"P62249;Q92540;P52298;Q8IYD1;P63173;P62753;P62081;P62854;P62899;P46783;P62424;Q9Y5S9;P30050;P62979;P83731;Q09161;Q02543;P62841;P32969;P23396;Q96L21;P18621;P61254;Q15287;P15880;P62495;Q04637;P08865;P62273;P40429;Q02878;Q9NPJ4;P62913;P61313;P46778;P18077;P05388;P39019;Q9Y3U8;P49207;P18124;P25398;P62891;P61247;P22090;P67775"
"linear_decreasing"	"REACTOME_pathway"	"R-HSA-975956"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	40	2036	86	7049	1.96463654223969	1.22003121010072	0.0127536420761469	1	1.61031662630785	"P62753;P30050;P61313;P15880;P23396;P63173;P46783;P62249;P62424;P62979;P05388;P62854;Q9Y3U8;P18077;P61254;P62841;P22090;P40429;P62273;P62891;P46778;P25398;P83731;Q96L21;P62899;P52298;P49207;P32969;Q09161;P18621;Q02543;P61247;P62081;P62495;P08865;P18124;Q02878;Q04637;P62913;Q8IYD1;P39019"
"linear_decreasing"	"REACTOME_pathway"	"R-HSA-72764"	"Eukaryotic Translation Termination"	38	2036	83	7049	1.8664047151277	1.1774719818414	0.0201853834732985	1	1.58509479963074	"P15880;P18621;P30050;P61313;P22090;Q02543;P63173;P62249;P18077;P62081;P13798;P46778;P39019;P05388;P83731;Q02878;P62424;P18124;P62891;P62273;P49207;P62841;P32969;P62753;P40429;P62495;P62979;P61247;P62899;P23396;P08865;P46783;Q96L21;P61254;P25398;Q9Y3U8;P62854;Q8IYD1;P62913"
