"enriched_for"	"type"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"low_in_alport_f"	"GO"	"GO"	"0002181"	"cytoplasmic translation "	"13/271"	"84/17829"	4.7970479704797	0.471142520612485	1.61304190343659e-09	3.52933568471925e-06	10.1817343173432	"RL6_HUMAN;RL4_HUMAN;RL37_HUMAN;RL39_HUMAN;RS6_HUMAN;RS2_HUMAN;RL19_HUMAN;RS3A_HUMAN;RL26L_HUMAN;RS8_HUMAN;RS28_HUMAN;RL21_HUMAN;TMA7_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0022626"	"cytosolic ribosome "	"10/271"	"74/17829"	3.690036900369	0.415054125301475	3.99171156026674e-07	0.000873386489386362	8.89049566171337	"RL6_HUMAN;RL4_HUMAN;RL37_HUMAN;RL39_HUMAN;RS6_HUMAN;RS2_HUMAN;RL19_HUMAN;RS3A_HUMAN;RS8_HUMAN;RL21_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0006412"	"translation "	"14/271"	"167/17829"	5.16605166051661	0.93667620169387	4.53344869554437e-07	0.000991918574585109	5.51530150032039	"RL6_HUMAN;RL4_HUMAN;RL37_HUMAN;RL39_HUMAN;RS4Y1_HUMAN;RS6_HUMAN;RS2_HUMAN;RL19_HUMAN;RS3A_HUMAN;RS8_HUMAN;RS28_HUMAN;RL21_HUMAN;SYSC_HUMAN;NACA_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0003735"	"structural constituent of ribosome "	"13/271"	"149/17829"	4.7970479704797	0.835717090134051	7.72382463873526e-07	0.00168997283095528	5.74003813863642	"RL6_HUMAN;RL4_HUMAN;RL37_HUMAN;RL39_HUMAN;RS4Y1_HUMAN;RS6_HUMAN;RS2_HUMAN;RL19_HUMAN;RS3A_HUMAN;RL26L_HUMAN;RS8_HUMAN;RS28_HUMAN;RL21_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0003723"	"RNA binding "	"40/271"	"1288/17829"	14.760147601476	7.22418531605811	1.27502068417409e-05	0.0278974525697291	2.04315738809562	"MEX3A_HUMAN;PHAX_HUMAN;PDCD4_HUMAN;SRSF5_HUMAN;RL6_HUMAN;H10_HUMAN;HNRPU_HUMAN;MAZ_HUMAN;HMGB1_HUMAN;DDX3Y_HUMAN;ERH_HUMAN;FCF1_HUMAN;HNRDL_HUMAN;KIF1C_HUMAN;PAIRB_HUMAN;RL4_HUMAN;RL37_HUMAN;RL39_HUMAN;MEPCE_HUMAN;NP1L1_HUMAN;RS4Y1_HUMAN;RS6_HUMAN;RS2_HUMAN;RL19_HUMAN;SCG3_HUMAN;RS3A_HUMAN;RL26L_HUMAN;RS8_HUMAN;RS28_HUMAN;PPIA_HUMAN;RL21_HUMAN;SYSC_HUMAN;ZMAT3_HUMAN;UBE2N_HUMAN;ZN346_HUMAN;QKI_HUMAN;HSP7C_HUMAN;1433E_HUMAN;CSTF3_HUMAN;ALDOA_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0022625"	"cytosolic large ribosomal subunit "	"7/271"	"54/17829"	2.5830258302583	0.302877334679455	2.91799762036347e-05	0.0638457879335528	8.52829028290283	"RL6_HUMAN;RL4_HUMAN;RL37_HUMAN;RL39_HUMAN;RL19_HUMAN;RL26L_HUMAN;RL21_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0022627"	"cytosolic small ribosomal subunit "	"6/271"	"41/17829"	2.2140221402214	0.229962420775142	5.96424178722156e-05	0.130497610304408	9.62775627756277	"RS4Y1_HUMAN;RS6_HUMAN;RS2_HUMAN;RS3A_HUMAN;RS8_HUMAN;RS28_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"1900118"	"negative regulation of execution phase of apoptosis "	"4/271"	"13/17829"	1.4760147601476	0.0729149139043132	9.11580372810593e-05	0.199453785570958	20.2429747374397	"HMN7_HUMAN;HMN4_HUMAN;HMN3_HUMAN;HMN10_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	"34/271"	"1124/17829"	12.5461254612546	6.30433563295754	0.000108739467007264	0.237921953811894	1.99007892214153	"PITX2_HUMAN;HNRPU_HUMAN;MAZ_HUMAN;FOS_HUMAN;DUX4_HUMAN;SOX10_HUMAN;SMAD4_HUMAN;SOX2_HUMAN;ZBT12_HUMAN;ZNF28_HUMAN;ZN431_HUMAN;ZIC3_HUMAN;ZNF43_HUMAN;TZAP_HUMAN;ZN468_HUMAN;ZN430_HUMAN;ZN708_HUMAN;ZN587_HUMAN;SYSC_HUMAN;ZN334_HUMAN;ZN140_HUMAN;ZN253_HUMAN;ZN761_HUMAN;ZN763_HUMAN;ZN776_HUMAN;ZN595_HUMAN;ZN223_HUMAN;ZN723_HUMAN;ZN492_HUMAN;ZN611_HUMAN;ZN37A_HUMAN;ZN383_HUMAN;ZN814_HUMAN;NFYA_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0031982"	"vesicle "	"10/271"	"149/17829"	3.690036900369	0.835717090134051	0.000118261176580346	0.258755454357798	4.41541395279725	"VAPA_HUMAN;MOES_HUMAN;SPB3_HUMAN;TSN4_HUMAN;PPIA_HUMAN;UBB_HUMAN;MYO1C_HUMAN;CALM2_HUMAN;DPP2_HUMAN;ES8L2_HUMAN"
