"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"Cluster_1"	"GO"	"0032526"	"response to retinoic acid "	"3/81"	"46/17829"	3.7037037037037	0.258006618430647	0.00131557536765259	0.976156922798223	14.3550724637681	"NEU1_HUMAN;MICB_HUMAN;WNT8A_HUMAN"
"Cluster_1"	"GO"	"0007266"	"Rho protein signal transduction "	"3/81"	"53/17829"	3.7037037037037	0.297268495148354	0.00193601014253401	1	12.4591194968553	"CAD13_HUMAN;TNR16_HUMAN;BORG5_HUMAN"
"Cluster_1"	"GO"	"0045778"	"positive regulation of ossification "	"2/81"	"13/17829"	2.46913580246914	0.0729149139043132	0.00194345657471675	1	33.8632478632479	"NEU1_HUMAN;ZBT16_HUMAN"
"Cluster_1"	"GO"	"0005506"	"iron ion binding "	"4/81"	"118/17829"	4.93827160493827	0.66184306466992	0.00207894225556521	1	7.46139359698682	"CP2A6_HUMAN;FRIH_HUMAN;CALR_HUMAN;CP2W1_HUMAN"
"Cluster_1"	"GO"	"0001972"	"retinoic acid binding "	"2/81"	"14/17829"	2.46913580246914	0.0785237534354142	0.00221474981815988	1	31.4444444444444	"RABP2_HUMAN;CP2W1_HUMAN"
"Cluster_1"	"GO"	"0006082"	"organic acid metabolic process "	"2/81"	"17/17829"	2.46913580246914	0.0953502720287173	0.00312907242761031	1	25.8954248366013	"CP2A6_HUMAN;CP2W1_HUMAN"
"Cluster_1"	"GO"	"0098641"	"cadherin binding involved in cell-cell adhesion "	"2/81"	"18/17829"	2.46913580246914	0.100959111559818	0.00346683047222401	1	24.4567901234568	"PDLI5_HUMAN;BORG5_HUMAN"
"Cluster_1"	"GO"	"0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen "	"2/81"	"18/17829"	2.46913580246914	0.100959111559818	0.00346683047222401	1	24.4567901234568	"CP2A6_HUMAN;CP2W1_HUMAN"
"Cluster_1"	"GO"	"0042246"	"tissue regeneration "	"2/81"	"20/17829"	2.46913580246914	0.11217679062202	0.00419093759473371	1	22.0111111111111	"ADA15_HUMAN;SOX2_HUMAN"
"Cluster_1"	"GO"	"0032355"	"response to estradiol "	"3/81"	"84/17829"	3.7037037037037	0.471142520612485	0.0067136176360154	1	7.86111111111111	"NEU1_HUMAN;CRYAB_HUMAN;CALR_HUMAN"
