"enriched_in","Category","Term_accession","Term_description","Count_query","Pop_query","Count_universe","Pop_universe","%_query","%_universe","pval","adjpval","fold_change","Proteins_in_query"
"up_AS_MN_only","GO_BP","0001570","vasculogenesis ",7,91,35,6459,6.59340659340659,0.541879547917634,1.74211143989362e-05,0.0166894275941809,12.1676609105181,"P15692;P35713;P35968;P37173;P46937;Q07352;Q9ULI3"
"down_all","GO_BP","0071294","cellular response to zinc ion ",5,128,10,6459,3.125,0.154822727976467,0.000112308200678628,0.0418909588531284,20.184375,"P02795;P04731;P04732;P80297;Q8N339"
"down_all","GO_BP","0045926","negative regulation of growth ",5,128,10,6459,3.125,0.154822727976467,0.000112308200678628,0.0418909588531284,20.184375,"P02795;P04731;P04732;P80297;Q8N339"
"down_AS_only","GO_BP","1900118","negative regulation of execution phase of apoptosis ",4,70,7,6459,4.28571428571429,0.108375909583527,0.000129954528157815,0.0496426297562855,39.5448979591837,"P0CJ70;P0CJ71;P0CJ73;P0CJ77"
"up_AS_MN_only","GO_BP","0072091","regulation of stem cell proliferation ",4,91,7,6459,3.2967032967033,0.108375909583527,0.000280976374877816,0.134587683566474,30.4191522762951,"P35713;P37173;P46937;Q07352"
"down_all","GO_BP","0071280","cellular response to copper ion ",5,128,16,6459,3.125,0.247716364762347,0.000497042203981415,0.123597828056712,12.615234375,"P02795;P04731;P04732;P80297;Q8N339"
"up_AS_MN_only","GO_BP","0030111","regulation of Wnt signaling pathway ",4,91,13,6459,3.2967032967033,0.201269546369407,0.00123510174015636,0.315454117820686,16.3795435333897,"O14495;O60493;P26006;Q9HCS4"
"up_AS_MN_only","GO_BP","0002042","cell migration involved in sprouting angiogenesis ",4,91,14,6459,3.2967032967033,0.216751819167054,0.00148492109124385,0.315454117820686,15.2095761381476,"P05556;P15692;P35968;P52799"
"up_AS_MN_only","GO_BP","0007568","aging ",6,91,58,6459,5.49450549450549,0.897971822263508,0.00164642023914763,0.315454117820686,6.11879499810534,"P24593;P35221;P37173;P49918;Q14118;Q16236"
"up_MN_only","GO_BP","0032868","response to insulin ",5,112,29,6459,3.57142857142857,0.448985911131754,0.00214919528404748,1,7.95443349753694,"P01100;P18146;P35558;P40939;Q99523"
"up_MN_only","GO_BP","0071277","cellular response to calcium ion ",5,112,36,6459,3.57142857142857,0.557361820715281,0.00438528912414856,1,6.40773809523809,"P01100;P05412;P17535;P53539;Q99538"
"up_AS_MN_only","GO_BP","0001945","lymph vessel development ",3,91,6,6459,2.1978021978022,0.0928936367858802,0.00495597639222681,0.750707564551622,23.6593406593407,"P35968;P52799;Q9ULI3"
"up_AS_MN_only","GO_BP","0030335","positive regulation of cell migration ",7,91,112,6459,6.59340659340659,1.73401455333643,0.00548533711050246,0.750707564551622,3.80239403453689,"O00159;O43707;P05556;P15692;P35968;P48509;Q07157"
"up_AS_MN_only","GO_BP","0031623","receptor internalization ",4,91,25,6459,3.2967032967033,0.387056819941167,0.00641480728051677,0.756898768824422,8.51736263736264,"P05556;P11234;P60033;Q00610"
"up_AS_MN_only","GO_BP","0007229","integrin-mediated signaling pathway ",5,91,52,6459,4.3956043956044,0.805078185477628,0.00711073999939436,0.756898768824422,5.45984784446323,"O14495;P05556;P26006;P35221;Q9Y490"
"up_AS_MN_only","GO_BP","0007507","heart development ",6,91,86,6459,5.49450549450549,1.33147546059762,0.00806840167650653,0.772952880609325,4.12662918476872,"P19021;P26006;P37173;Q02078;Q07352;Q9ULI3"
"up_AS_only","GO_BP","0030514","negative regulation of BMP signaling pathway ",7,361,29,6459,1.66204986149584,0.448985911131754,0.00883957768398726,1,3.70178622600057,"O43541;P12755;P12757;P46531;P61077;Q92743;Q9NZV1"
"up_AS_only","GO_BP","0070306","lens fiber cell differentiation ",4,361,6,6459,0.831024930747922,0.0928936367858802,0.0094501167307353,1,8.94598337950139,"O75444;P12757;P53816;Q9UGL1"
"up_MN_only","GO_BP","0060395","SMAD protein signal transduction ",4,112,24,6459,2.67857142857143,0.371574547143521,0.0101655982391109,1,7.20870535714286,"P01100;P05412;Q9H2X6;Q9ULJ6"
"up_AS_only","GO_BP","0050772","positive regulation of axonogenesis ",5,361,13,6459,1.10803324099723,0.201269546369407,0.0102290355068608,1,5.50522054123162,"P12757;P15056;Q02750;Q16620;Q96JE9"
"up_AS_FSGS_only","GO_BP","0071356","cellular response to tumor necrosis factor ",4,56,51,6459,5.35714285714286,0.789595912679981,0.0106284594655212,1,6.78466386554622,"O75509;O95998;P20393;P23771"
"up_MN_FSGS_only","GO_BP","0001837","epithelial to mesenchymal transition ",3,38,26,6459,5.26315789473684,0.402539092738814,0.0112042523292494,1,13.0748987854251,"P12643;P21333;P35222"
