"gene","enriched_in","Category","Term_accession","Term_description","Count_query","Pop_query","Count_universe","Pop_universe","%_query","%_universe","pval","adjpval","fold_change","Proteins_in_query"
"PDGFRB","correlated","GO_BP","0043627","response to estrogen ","3","18","20","7049","11.1111111111111","0.283728188395517","0.00134517543828281","0.543450877066254","39.1611111111111","P09619;P23771;P24385"
"PDGFRB","correlated","GO_BP","0003158","endothelium development ","2","18","6","7049","5.55555555555556","0.0851184565186551","0.0175165891701558","1","65.2685185185185","P35968;P36382"
"PDGFRB","correlated","GO_BP","0035162","embryonic hemopoiesis ","2","18","8","7049","5.55555555555556","0.113491275358207","0.0224678520916227","1","48.9513888888889","P23771;P35968"
"PDGFRB","correlated","GO_BP","0055117","regulation of cardiac muscle contraction ","2","18","9","7049","5.55555555555556","0.127677684777983","0.024934637267895","1","43.5123456790123","P36382;Q9NZN3"
"PDGFRB","correlated","GO_BP","0001934","positive regulation of protein phosphorylation ","3","18","104","7049","11.1111111111111","1.47538657965669","0.028601057962809","1","7.5309829059829","P17813;P24385;P35968"
"PDGFRB","correlated","GO_BP","0032967","positive regulation of collagen biosynthetic process ","2","18","11","7049","5.55555555555556","0.156050503617534","0.0298505811548455","1","35.6010101010101","P09619;P17813"
"PDGFRB","correlated","GO_BP","0009410","response to xenobiotic stimulus ","3","18","108","7049","11.1111111111111","1.53213221733579","0.0306290330722943","1","7.25205761316872","P17813;P23771;P24385"
"PDGFRB","correlated","GO_BP","0048844","artery morphogenesis ","2","18","13","7049","5.55555555555556","0.184423322457086","0.0347431109012505","1","30.1239316239316","P17813;P36382"
"PDGFRB","correlated","GO_BP","0001569","branching involved in blood vessel morphogenesis ","2","18","15","7049","5.55555555555556","0.212796141296638","0.0396123314957528","1","26.1074074074074","P17813;P35968"
"PDGFRB","correlated","GO_BP","0016477","cell migration ","3","18","126","7049","11.1111111111111","1.78748758689176","0.0404354675277048","1","6.21604938271605","P09619;P17813;P35968"
"PDGFRB","correlated","GO_BP","0060326","cell chemotaxis ","2","18","19","7049","5.55555555555556","0.269541778975741","0.0492812629780104","1","20.6111111111111","P09619;P17813"
"PDGFRB","correlated","GO_BP","0045165","cell fate commitment ","2","18","19","7049","5.55555555555556","0.269541778975741","0.0492812629780104","1","20.6111111111111","P23771;P35968"
"PDGFRB","correlated","GO_CC","0043235","receptor complex ","4","18","74","7049","16.6666666666667","1.04979429706341","0.000875154840390055","0.0691372323908144","15.8761261261261","P09619;P16066;P17813;P35968"
"PDGFRB","correlated","GO_CC","0005925","focal adhesion ","5","18","302","7049","22.2222222222222","4.28429564477231","0.00627643227528507","0.231043224313051","5.186902133922","P09619;P17813;Q05209;Q8WWI1;Q9NZN3"
"PDGFRB","correlated","GO_CC","0042995","cell projection ","3","18","64","7049","11.1111111111111","0.907930202865655","0.0116983911044583","0.231043224313051","12.2378472222222","P36382;Q01082;Q05209"
"PDGFRB","correlated","GO_MF","0038085","vascular endothelial growth factor binding ","2","18","4","7049","5.55555555555556","0.0567456376791034","0.0125416476936833","1","97.9027777777778","P09619;P35968"
"PDGFRB","correlated","GO_MF","0015026","coreceptor activity ","2","18","15","7049","5.55555555555556","0.212796141296638","0.0396123314957528","1","26.1074074074074","P17813;P35968"
"PDGFRB","correlated","KEGG_pathway","hsa04510","Focal adhesion - Homo sapiens (human)","4","18","122","7049","16.6666666666667","1.73074194921265","0.00352427139590304","0.27841744027634","9.62978142076503","P35968;P55268;P09619;P24385"
"PDGFRB","correlated","KEGG_pathway","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)","4","18","165","7049","16.6666666666667","2.34075755426302","0.00804466434849017","0.627483819182233","7.12020202020202","P35968;P55268;P09619;P24385"
