"UniprotID"	"original"
"P21917"	"DRD4"
"P22090"	"RPS4Y1"
"P22674"	"CCNO"
"P22732"	"SLC2A5"
"P22735"	"TGM1"
"P22736"	"NR4A1"
"P23443"	"RPS6KB1"
"P23511"	"NFYA"
"P23528"	"CFL1"
"P23759"	"PAX7"
"P23946"	"CMA1"
"P24530"	"EDNRB"
"P25800"	"LMO1"
"P25963"	"NFKBIA"
"P26651"	"ZFP36"
"P26842"	"CD27"
"P26998"	"CRYBB3"
"P27797"	"CALR"
"P28223"	"HTR2A"
"P28290"	"ITPRID2"
"P28340"	"POLD1"
"P28347"	"TEAD1"
"P28562"	"DUSP1"
"P28698"	"MZF1"
"P29508"	"SERPINB3"
"P29972"	"AQP1"
"P30085"	"CMPK1"
"P30679"	"GNA15"
"P31314"	"TLX1"
"P32241"	"VIPR1"
"P32322"	"PYCR1"
"P33763"	"S100A5"
"P33992"	"MCM5"
"P34998"	"CRHR1"
"P35070"	"BTC"
"P35227"	"PCGF2"
"P35228"	"NOS2"
"P35520"	"CBS"
"P35557"	"GCK"
"P35637"	"FUS"
"P35789"	"ZNF93"
"P36222"	"CHI3L1"
"P36404"	"ARL2"
"P38117"	"ETFB"
"P38935"	"IGHMBP2"
"P38936"	"CDKN1A"
"P40259"	"CD79B"
"P41162"	"ETV3"
"P41220"	"RGS2"
"P41240"	"CSK"
"P42229"	"STAT5A"
"P42575"	"CASP2"
"P42771"	"CDKN2A"
"P43357"	"MAGEA3"
"P43358"	"MAGEA4"
"P46100"	"ATRX"
"P46778"	"RPL21"
"P46940"	"IQGAP1"
"P47901"	"AVPR1B"
"P47929"	"LGALS7B"
"P48061"	"CXCL12"
"P48230"	"TM4SF4"
"P48378"	"RFX2"
"P48431"	"SOX2"
"P48448"	"ALDH3B2"
"P48552"	"NRIP1"
"P48730"	"CSNK1D"
"P49591"	"SARS1"
"P49638"	"TTPA"
"P49748"	"ACADVL"
"P49821"	"NDUFV1"
"P50219"	"MNX1"
"P51397"	"DAP"
"P51531"	"SMARCA2"
"P51648"	"ALDH3A2"
"P51674"	"GPM6A"
"P51817"	"PRKX"
"P51946"	"CCNH"
"P51955"	"NEK2"
"P52738"	"ZNF140"
"P52744"	"ZNF138"
"P52961"	"ART1"
"P53582"	"METAP1"
"P54578"	"USP14"
"P54727"	"RAD23B"
"P55008"	"AIF1"
"P55082"	"MFAP3"
"P55290"	"CDH13"
"P56134"	"ATP5MF"
"P56177"	"DLX1"
"P56270"	"MAZ"
"P56545"	"CTBP2"
"P56557"	"TMEM50B"
"P56693"	"SOX10"
"P56706"	"WNT7B"
"P57077"	"MAP3K7CL"
"P57721"	"PCBP3"
"P58511"	"SMIM11A"
"P60602"	"ROMO1"
"P60763"	"RAC3"
"P60985"	"KRTDAP"
"P61018"	"RAB4B"
"P61073"	"CXCR4"
"P61225"	"RAP2B"
"P61326"	"MAGOH"
"P61353"	"RPL27"
"P62140"	"PPP1CB"
"P62244"	"RPS15A"
"P62249"	"RPS16"
"P62273"	"RPS29"
"P62745"	"RHOB"
"P62753"	"RPS6"
"P62805-C1"	"H4C1"
"P62805-C3"	"H4C3"
"P62829"	"RPL23"
"P62891"	"RPL39"
"P62899"	"RPL31"
"P62917"	"RPL8"
"P62937"	"PPIA"
"P62942"	"FKBP1A"
"P63215"	"GNG3"
"P63218"	"GNG5"
"P63313"	"TMSB10"
"P68402"	"PAFAH1B2"
"P78310"	"CXADR"
"P78330"	"PSPH"
"P78410"	"BTN3A2"
"P78411"	"IRX5"
"P78423"	"CX3CL1"
"P78563"	"ADARB1"
"P80297"	"MT1X"
"P84090"	"ERH"
"P84157"	"MXRA7"
"P85299"	"PRR5"
"Q00526"	"CDK3"
"Q00587"	"CDC42EP1"
"Q00597"	"FANCC"
"Q00978"	"IRF9"
"Q01534"	"TSPY1"
"Q01629"	"IFITM2"
"Q01892"	"SPIB"
"Q02535"	"ID3"
"Q02577"	"NHLH2"
"Q02985"	"CFHR3"
"Q03405"	"PLAUR"
"Q03923"	"ZNF85"
"Q03938"	"ZNF90"
"Q04741"	"EMX1"
"Q05516"	"ZBTB16"
"Q05639"	"EEF1A2"
"Q06055"	"ATP5MC2"
"Q06945"	"SOX4"
"Q08493"	"PDE4C"
"Q08499"	"PDE4D"
"Q08945"	"SSRP1"
"Q09013"	"DMPK"
"Q0D2J5"	"ZNF763"
"Q0VGE8"	"ZNF816"
"Q10469"	"MGAT2"
"Q10471"	"GALNT2"
"Q12879"	"GRIN2A"
"Q12964"	"MUC8"
"Q13007"	"IL24"
"Q13011"	"ECH1"
"Q13133"	"NR1H3"
"Q13203"	"MYBPH"
"Q13241"	"KLRD1"
"Q13242"	"SRSF9"
"Q13286"	"CLN3"
"Q13435"	"SF3B2"
"Q13444"	"ADAM15"
"Q13451"	"FKBP5"
"Q13685"	"AAMP"
"Q13882"	"PTK6"
"Q13946"	"PDE7A"
"Q13951"	"CBFB"
"Q14152"	"EIF3A"
"Q14184"	"DOC2B"
"Q14213"	"EBI3"
"Q14331"	"FRG1"
"Q14500"	"KCNJ12"
"Q14508"	"WFDC2"
"Q14586"	"ZNF267"
"Q14644"	"RASA3"
"Q14938"	"NFIX"
"Q14964"	"RAB39A"
"Q15181"	"PPA1"
"Q15306"	"IRF4"
"Q15415"	"RBMY1J"
"Q15545"	"TAF7"
"Q15785"	"TOMM34"
"Q15800"	"MSMO1"
"Q16342"	"PDCD2"
"Q16566"	"CAMK4"
"Q16654"	"PDK4"
"Q16674"	"MIA"
"Q16773"	"KYAT1"
"Q16842"	"ST3GAL2"
"Q1HG43"	"DUOXA1"
"Q29980"	"MICB"
"Q2NL68"	"PROSER3"
"Q2TBC4"	"PRICKLE4"
"Q3KP22"	"MAJIN"
"Q3KP66"	"INAVA"
"Q3MII6"	"TBC1D25"
"Q3ZCM7"	"TUBB8"
"Q3ZCX4"	"ZNF568"
"Q460N5"	"PARP14"
"Q494U1"	"PLEKHN1"
"Q495C1"	"RNF212"
"Q499Z3"	"SLFNL1"
"Q49AM3"	"TTC31"
"Q4KMP7"	"TBC1D10B"
"Q504U0"	"C4orf46"
"Q52MB2"	"CCDC184"
"Q53EL6"	"PDCD4"
"Q53RD9"	"FBLN7"
"Q58EX7"	"PLEKHG4"
"Q5GH73"	"XKR6"
"Q5JRX3"	"PITRM1"
"Q5JSJ4"	"INTS6L"
"Q5JVF3"	"PCID2"
"Q5JVG8"	"ZNF506"
"Q5K651"	"SAMD9"
"Q5MNZ9"	"WIPI1"
"Q5R3F8"	"ELFN2"
"Q5SNV9"	"C1orf167"
"Q5SSG8"	"MUC21"
"Q5T230"	"UTF1"
"Q5T5D7"	"ZNF684"
"Q5T6L9"	"ERMARD"
"Q5TA50"	"CPTP"
"Q5TA78"	"LCE4A"
"Q5TD97"	"FHL5"
"Q5VIY5"	"ZNF468"
"Q5VST9"	"OBSCN"
"Q5VTM2"	"AGAP9"
"Q5VVM6"	"CCDC30"
"Q5VWJ9"	"SNX30"
"Q5VYJ5"	"MALRD1"
"Q5VZY2"	"PLPP4"
"Q641Q3"	"METRNL"
"Q685J3"	"MUC17"
"Q68CP4"	"HGSNAT"
"Q68DI1"	"ZNF776"
"Q6DKI7"	"PVRIG"
"Q6ECI4"	"ZNF470"
"Q6EEV6"	"SUMO4"
"Q6FI13"	"H2AC19"
"Q6GTX8"	"LAIR1"
"Q6IA17"	"SIGIRR"
"Q6IE81"	"JADE1"
"Q6IFN5"	"OR7E24"
"Q6IQ21"	"ZNF770"
"Q6J9G0"	"STYK1"
"Q6MZT1"	"RGS7BP"
"Q6NT52"	"CGB2"
"Q6NUI2"	"GPAT2"
"Q6NY19"	"KANK3"
"Q6P988"	"NOTUM"
"Q6PDA7"	"SPAG11A"
"Q6PI73"	"LILRA6"
"Q6PID6"	"TTC33"
"Q6PK04"	"CCDC137"
"Q6PUV4"	"CPLX2"
"Q6S8J7"	"POTEA"
"Q6SPF0"	"SAMD1"
"Q6UUV7"	"CRTC3"
"Q6UWT2"	"ENHO"
"Q6UWY2"	"PRSS57"
"Q6UX34"	"SNORC"
"Q6UX98"	"ZDHHC24"
"Q6UXG8"	"BTNL9"
"Q6UXS9"	"CASP12"
"Q6X4W1"	"NSMF"
"Q6YBV0"	"SLC36A4"
"Q6ZMB0"	"B3GNT6"
"Q6ZMW2"	"ZNF782"
"Q6ZN06"	"ZNF813"
"Q6ZN44"	"UNC5A"
"Q6ZN55"	"ZNF574"
"Q6ZNE5"	"ATG14"
"Q6ZNG1"	"ZNF600"
"Q6ZRV2"	"FAM83H"
"Q6ZS81"	"WDFY4"
"Q6ZUM4"	"ARHGAP27"
"Q6ZVC0"	"NYAP1"
"Q70EK9"	"USP51"
"Q75N90"	"FBN3"
"Q76LX8"	"ADAMTS13"
"Q7L2J0"	"MEPCE"
"Q7L2K0"	"TEDC2"
"Q7L3B6"	"CDC37L1"
"Q7L3S4"	"ZNF771"
"Q7L5N7"	"LPCAT2"
"Q7L7L0"	"H2AW"
"Q7M4L6"	"SHF"
"Q7RTX0"	"TAS1R3"
"Q7Z340"	"ZNF551"
"Q7Z3B1"	"NEGR1"
"Q7Z3Y7"	"KRT28"
"Q7Z5D8"	"NANOGNB"
"Q7Z602"	"GPR141"
"Q7Z6G8"	"ANKS1B"
"Q7Z6L0"	"PRRT2"
"Q7Z7F0"	"KHDC4"
"Q7Z7M0"	"MEGF8"
"Q86SI9"	"C5orf38"
"Q86SK9"	"SCD5"
"Q86SM8"	"MRGPRE"
"Q86UA1"	"PRPF39"
"Q86UX2"	"ITIH5"
"Q86VZ4"	"LRP11"
"Q86XN6"	"ZNF761"
"Q86XN8"	"MEX3D"
"Q86XT2"	"VPS37D"
"Q86Y25"	"ZNF354C"
"Q86Y29"	"BAGE3"
"Q86YV6"	"MYLK4"
"Q8IU99"	"CALHM1"
"Q8IUW3"	"SPATA2L"
"Q8IUX1"	"TMEM126B"
"Q8IV16"	"GPIHBP1"
"Q8IVB5"	"LIX1L"
"Q8IVF6"	"ANKRD18A"
"Q8IVL8"	"CPO"
"Q8IVM0"	"CCDC50"
"Q8IVN8"	"SBSPON"
"Q8IW92"	"GLB1L2"
"Q8IWD5"	"MFSD6L"
"Q8IWS0"	"PHF6"
"Q8IWZ4"	"TRIM48"
"Q8IXE1"	"OR4N5"
"Q8IXQ3"	"C9orf40"
"Q8IXV7"	"KLHDC8B"
"Q8IY22"	"CMIP"
"Q8IYB9"	"ZNF595"
"Q8IYD1"	"GSPT2"
"Q8IYE1"	"CCDC13"
"Q8IYL3"	"C1orf174"
"Q8IYY4"	"DZIP1L"
"Q8IZE3"	"SCYL3"
"Q8N141"	"ZFP82"
"Q8N184"	"ZNF567"
"Q8N1E6"	"FBXL14"
"Q8N1G1"	"REXO1"
"Q8N1Q8"	"THEM5"
"Q8N2F6"	"ARMC10"
"Q8N2N9"	"ANKRD36B"
"Q8N2U9"	"SLC66A2"
"Q8N339"	"MT1M"
"Q8N3S3"	"PHTF2"
"Q8N4H5"	"TOMM5"
"Q8N4L8"	"CCDC24"
"Q8N5I2"	"ARRDC1"
"Q8N5N4"	"C3orf22"
"Q8N5S9"	"CAMKK1"
"Q8N6Q1"	"TMCO5A"
"Q8N6T7"	"SIRT6"
"Q8N7N1"	"FAM86B1"
"Q8N823"	"ZNF611"
"Q8N8J7"	"FAM241A"
"Q8N8R5"	"C2orf69"
"Q8N8Y5"	"ZFP41"
"Q8N9F0"	"NAT8L"
"Q8N9I0"	"SYT2"
"Q8N9M5"	"TMEM102"
"Q8NA42"	"ZNF383"
"Q8NA70"	"FAM47B"
"Q8NBN7"	"RDH13"
"Q8NBR0"	"TP53I13"
"Q8NBR6"	"MINDY2"
"Q8NDB2"	"BANK1"
"Q8NDQ6"	"ZNF540"
"Q8NE09"	"RGS22"
"Q8NES3"	"LFNG"
"Q8NET5"	"NFAM1"
"Q8NEV9"	"IL27"
"Q8NFK1"	"GJC3"
"Q8NG41"	"NPB"
"Q8NG50"	"RDM1"
"Q8NGB6"	"OR4M2"
"Q8NGC4"	"OR10G3"
"Q8NGE9"	"OR9Q2"
"Q8NGH8"	"OR56A4"
"Q8NGL2"	"OR5L1"
"Q8NGN4"	"OR10G9"
"Q8NHV5"	"MOSMO"
"Q8NHZ7"	"MBD3L2"
"Q8TAC2"	"JOSD2"
"Q8TAP8"	"PPP1R35"
"Q8TAU3"	"ZNF417"
"Q8TAV3"	"CYP2W1"
"Q8TAY7"	"FAM110D"
"Q8TB73"	"NDNF"
"Q8TB92"	"HMGCLL1"
"Q8TBF2"	"PRXL2B"
"Q8TBH0"	"ARRDC2"
"Q8TBZ0"	"CCDC110"
"Q8TCT1"	"PHOSPHO1"
"Q8TD16"	"BICD2"
"Q8TDI0"	"CHD5"
"Q8TDT2"	"GPR152"
"Q8TE49"	"OTUD7A"
"Q8TEM1"	"NUP210"
"Q8TF32"	"ZNF431"
"Q8TF45"	"ZNF418"
"Q8WTQ4"	"C16orf78"
"Q8WUD4"	"CCDC12"
"Q8WUG5"	"SLC22A17"
"Q8WV48"	"CCDC107"
"Q8WVH0"	"CPLX3"
"Q8WVK7"	"SKA2"
"Q8WWC4"	"MAIP1"
"Q8WWF5"	"ZNRF4"
"Q8WWZ1"	"IL1F10"
"Q8WXD2"	"SCG3"
"Q8WXI4"	"ACOT11"
"Q8WXI9"	"GATAD2B"
"Q8WZ82"	"OVCA2"
"Q92520"	"FAM3C"
"Q92561"	"PHYHIP"
"Q92610"	"ZNF592"
"Q92747"	"ARPC1A"
"Q92766"	"RREB1"
"Q92806"	"KCNJ9"
"Q92843"	"BCL2L2"
"Q92914"	"FGF11"
"Q92956"	"TNFRSF14"
"Q93034"	"CUL5"
"Q969Q5"	"RAB24"
"Q96A00"	"PPP1R14A"
"Q96A09"	"TENT5B"
"Q96A32"	"MYLPF"
"Q96A33"	"CCDC47"
"Q96AT1"	"KIAA1143"
"Q96BM9"	"ARL8A"
"Q96BR6"	"ZNF669"
"Q96BZ8"	"LENG1"
"Q96CD0"	"FBXL8"
"Q96CM4"	"NXNL1"
"Q96CN7"	"ISOC1"
"Q96CP6"	"GRAMD1A"
"Q96D59"	"RNF183"
"Q96D70"	"R3HDM4"
"Q96DH6"	"MSI2"
"Q96DT0"	"LGALS12"
"Q96EE3"	"SEH1L"
"Q96ER3"	"SAAL1"
"Q96EY9"	"ADAT3"
"Q96F45"	"ZNF503"
"Q96FN5"	"KIF12"
"Q96FZ7"	"CHMP6"
"Q96GT9"	"XAGE2"
"Q96H86"	"ZNF764"
"Q96HC4"	"PDLIM5"
"Q96I27"	"ZNF625"
"Q96IR2"	"ZNF845"
"Q96IW2"	"SHD"
"Q96JH8"	"RADIL"
"Q96JJ7"	"TMX3"
"Q96KE9"	"BTBD6"
"Q96KF2"	"PRAC1"
"Q96KN1"	"LRATD2"
"Q96KN3"	"PKNOX2"
"Q96KN9"	"GJD4"
"Q96KR7"	"PHACTR3"
"Q96L21"	"RPL10L"
"Q96LW7"	"CARD19"
"Q96N96"	"SPATA13"
"Q96P26"	"NT5C1B"
"Q96PC2"	"IP6K3"
"Q96PG8"	"BBC3"
"Q96PM5"	"RCHY1"
"Q96Q40"	"CDK15"
"Q96QA6"	"YPEL2"
"Q96QR1"	"SCGB3A1"
"Q96QZ7"	"MAGI1"
"Q96RG2"	"PASK"
"Q96RI0"	"F2RL3"
"Q96RQ9"	"IL4I1"
"Q96S44"	"TP53RK"
"Q96S95"	"CAMK2N2"
"Q96SF2"	"CCT8L2"
"Q96SL8"	"FIZ1"
"Q96SN7"	"ORAI2"
"Q96SQ5"	"ZNF587"
"Q96T23"	"RSF1"
"Q96T60"	"PNKP"
"Q99075"	"HBEGF"
"Q99437"	"ATP6V0B"
"Q99439"	"CNN2"
"Q99460"	"PSMD1"
"Q99470"	"SDF2"
"Q99576"	"TSC22D3"
"Q99612"	"KLF6"
"Q99640"	"PKMYT1"
"Q99674"	"CGREF1"
"Q99687"	"MEIS3"
"Q99697"	"PITX2"
"Q99720"	"SIGMAR1"
"Q99879"	"H2BC14"
"Q99944"	"EGFL8"
"Q9BPZ2"	"SPIN2B"
"Q9BQ48"	"MRPL34"
"Q9BQB6"	"VKORC1"
"Q9BQD7"	"ANTKMT"
"Q9BQG1"	"SYT3"
"Q9BRK0"	"REEP2"
"Q9BRR9"	"ARHGAP9"
"Q9BSH3"	"NICN1"
"Q9BSJ1"	"TRIM51"
"Q9BT73"	"PSMG3"
"Q9BU76"	"C1orf35"
"Q9BU89"	"DOHH"
"Q9BUL9"	"RPP25"
"Q9BUR5"	"APOO"
"Q9BUT9"	"MCRIP2"
"Q9BV40"	"VAMP8"
"Q9BVA1"	"TUBB2B"
"Q9BVS4"	"RIOK2"
"Q9BVX2"	"TMEM106C"
"Q9BW92"	"TARS2"
"Q9BWM7"	"SFXN3"
"Q9BWX1"	"PHF7"
"Q9BXJ1"	"C1QTNF1"
"Q9BXJ3"	"C1QTNF4"
"Q9BXL7"	"CARD11"
"Q9BY66"	"KDM5D"
"Q9BYD3"	"MRPL4"
"Q9BZD7"	"PRRG3"
"Q9BZM2"	"PLA2G2F"
"Q9C002"	"C15orf48"
"Q9C037"	"TRIM4"
"Q9C0B5"	"ZDHHC5"
"Q9C0H2"	"TTYH3"
"Q9C0K0"	"BCL11B"
"Q9GZS9"	"CHST5"
"Q9GZT5"	"WNT10A"
"Q9GZX5"	"ZNF350"
"Q9H094"	"NBPF3"
"Q9H0R6"	"QRSL1"
"Q9H0W5"	"CCDC8"
"Q9H190"	"SDCBP2"
"Q9H1E3"	"NUCKS1"
"Q9H1E5"	"TMX4"
"Q9H1J5"	"WNT8A"
"Q9H254"	"SPTBN4"
"Q9H2F5"	"EPC1"
"Q9H2G4"	"TSPYL2"
"Q9H2J4"	"PDCL3"
"Q9H3Q1"	"CDC42EP4"
"Q9H3Q3"	"GAL3ST2"
"Q9H3T2"	"SEMA6C"
"Q9H426"	"RIMS4"
"Q9H4A6"	"GOLPH3"
"Q9H4I2"	"ZHX3"
"Q9H4L4"	"SENP3"
"Q9H4M7"	"PLEKHA4"
"Q9H568"	"ACTL8"
"Q9H6P5"	"TASP1"
"Q9H6S3"	"EPS8L2"
"Q9H6Y7"	"RNF167"
"Q9H808"	"TLE6"
"Q9H814"	"PHAX"
"Q9H875"	"PRKRIP1"
"Q9H8G1"	"ZNF430"
"Q9H8W5"	"TRIM45"
"Q9HA38"	"ZMAT3"
"Q9HAU0"	"PLEKHA5"
"Q9HBW0"	"LPAR2"
"Q9HC07"	"TMEM165"
"Q9HC23"	"PROK2"
"Q9HCN6"	"GP6"
"Q9HCU4"	"CELSR2"
"Q9HCZ1"	"ZNF334"
"Q9HDC9"	"APMAP"
"Q9NNZ3"	"DNAJC4"
"Q9NP08"	"HMX1"
"Q9NP60"	"IL1RAPL2"
"Q9NP78"	"ABCB9"
"Q9NPA0"	"EMC7"
"Q9NPC2"	"KCNK9"
"Q9NPR2"	"SEMA4B"
"Q9NQA5"	"TRPV5"
"Q9NQG5"	"RPRD1B"
"Q9NQS1"	"AVEN"
"Q9NR22"	"PRMT8"
"Q9NR28"	"DIABLO"
"Q9NRB3"	"CHST12"
"Q9NRP2"	"CMC2"
"Q9NRX1"	"PNO1"
"Q9NRX4"	"PHPT1"
"Q9NS23"	"RASSF1"
"Q9NS26-1"	"SPANXA1"
"Q9NS28"	"RGS18"
"Q9NS66"	"GPR173"
"Q9NS98"	"SEMA3G"
"Q9NTK1"	"DEPP1"
"Q9NU23"	"LYRM2"
"Q9NUH8"	"TMEM14B"
"Q9NUI1"	"DECR2"
"Q9NUL5"	"SHFL"
"Q9NV96"	"TMEM30A"
"Q9NW61"	"PLEKHJ1"
"Q9NWT1"	"PAK1IP1"
"Q9NWT8"	"AURKAIP1"
"Q9NX46"	"ADPRHL2"
"Q9NX57"	"RAB20"
"Q9NXJ5"	"PGPEP1"
"Q9NY56"	"OBP2A"
"Q9NYG8"	"KCNK4"
"Q9NYP7"	"ELOVL5"
"Q9NZ20"	"PLA2G3"
"Q9NZ52"	"GGA3"
"Q9NZD4"	"AHSP"
"Q9NZE8"	"MRPL35"
"Q9NZI6"	"TFCP2L1"
"Q9NZN4"	"EHD2"
"Q9NZN8"	"CNOT2"
"Q9NZQ7"	"CD274"
"Q9P032"	"NDUFAF4"
"Q9P0P0"	"RNF181"
"Q9P1U1"	"ACTR3B"
"Q9P255"	"ZNF492"
"Q9P2A4"	"ABI3"
"Q9P2W6"	"C11orf21"
"Q9UBH0"	"IL36RN"
"Q9UBX3"	"SLC25A10"
"Q9UEE9"	"CFDP1"
"Q9UGF6"	"OR5V1"
"Q9UH99"	"SUN2"
"Q9UHF3"	"NAT8B"
"Q9UHX1"	"PUF60"
"Q9UJ14"	"GGT7"
"Q9UJH8"	"METRN"
"Q9UJM3"	"ERRFI1"
"Q9UJN7"	"ZNF391"
"Q9UJX0"	"OSGIN1"
"Q9UJY1"	"HSPB8"
"Q9UKD2"	"MRTO4"
"Q9UKJ3"	"GPATCH8"
"Q9UL12"	"SARDH"
"Q9UL40"	"ZNF346"
"Q9ULD6"	"INTU"
"Q9ULD8"	"KCNH3"
"Q9ULE6"	"PALD1"
"Q9ULT0"	"TTC7A"
"Q9ULV3"	"CIZ1"
"Q9UMX3"	"BOK"
"Q9UN30"	"SCML1"
"Q9UN36"	"NDRG2"
"Q9UND3"	"NPIPA1"
"Q9UNE2"	"RPH3AL"
"Q9UNE7"	"STUB1"
