"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"Cluster_1"	"GO"	"0010273"	"detoxification of copper ion "	"4/323"	"11/17829"	1.23839009287926	0.0616972348421112	0.000104563844959048	0.259318335498439	20.0720517872221	"MT1A_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT1E_HUMAN"
"Cluster_1"	"GO"	"0002181"	"cytoplasmic translation "	"8/323"	"84/17829"	2.47678018575851	0.471142520612485	0.000198559769521402	0.492428228413076	5.25696594427245	"RL35A_HUMAN;RS26_HUMAN;RS6_HUMAN;RL7A_HUMAN;RS16_HUMAN;RL23_HUMAN;RS29_HUMAN;TMA7_HUMAN"
"Cluster_1"	"GO"	"0090200"	"positive regulation of release of cytochrome c from mitochondria "	"5/323"	"27/17829"	1.54798761609907	0.151438667339727	0.000209334818542241	0.519150349984758	10.2218782249742	"GPER1_HUMAN;DNM1L_HUMAN;UPAR_HUMAN;CIDEB_HUMAN;APR_HUMAN"
"Cluster_1"	"GO"	"0045926"	"negative regulation of growth "	"4/323"	"15/17829"	1.23839009287926	0.0841325929665152	0.00028106243054241	0.697034827745178	14.7195046439628	"MT1A_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT1E_HUMAN"
"Cluster_1"	"GO"	"0006412"	"translation "	"11/323"	"167/17829"	3.40557275541796	0.93667620169387	0.0002887984680892	0.716220200861217	3.63580578780519	"RL35A_HUMAN;RS26_HUMAN;RT18C_HUMAN;KS6B2_HUMAN;RS6_HUMAN;RL7A_HUMAN;RS16_HUMAN;RM33_HUMAN;RL23_HUMAN;RS29_HUMAN;EF1A2_HUMAN"
"Cluster_1"	"GO"	"0015935"	"small ribosomal subunit "	"4/323"	"19/17829"	1.23839009287926	0.106567951090919	0.000607899730747826	1	11.6206615610233	"RS26_HUMAN;RS6_HUMAN;RS16_HUMAN;RS29_HUMAN"
"Cluster_1"	"GO"	"0071294"	"cellular response to zinc ion "	"4/323"	"20/17829"	1.23839009287926	0.11217679062202	0.000719577945358521	1	11.0396284829721	"MT1A_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT1E_HUMAN"
"Cluster_1"	"GO"	"0061743"	"motor learning "	"3/323"	"8/17829"	0.928792569659443	0.0448707162488081	0.000770976010574691	1	20.6993034055728	"C1QRF_HUMAN;GIT1_HUMAN;HME1_HUMAN"
"Cluster_1"	"GO"	"0008135"	"translation factor activity, RNA binding "	"4/323"	"21/17829"	1.23839009287926	0.117785630153121	0.000845019344403128	1	10.5139318885449	"IF4A1_HUMAN;IF2G_HUMAN;EF2K_HUMAN;EF1A2_HUMAN"
"Cluster_1"	"GO"	"0071280"	"cellular response to copper ion "	"4/323"	"23/17829"	1.23839009287926	0.129003309215323	0.00114077453289081	1	9.5996769417149	"MT1A_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT1E_HUMAN"
"Cluster_1"	"GO"	"0060174"	"limb bud formation "	"3/323"	"11/17829"	0.928792569659443	0.0616972348421112	0.00163632922246006	1	15.0540388404165	"SEM3C_HUMAN;SOX4_HUMAN;CO2A1_HUMAN"
"Cluster_1"	"GO"	"0032870"	"cellular response to hormone stimulus "	"4/323"	"26/17829"	1.23839009287926	0.145829827808626	0.00171000938849365	1	8.49202190997857	"ROBO2_HUMAN;RAMP3_HUMAN;AIF1_HUMAN;GLHA_HUMAN"
"Cluster_1"	"GO"	"0003735"	"structural constituent of ribosome "	"9/323"	"149/17829"	2.78637770897833	0.835717090134051	0.0017931852803046	1	3.33411598479024	"RL35A_HUMAN;RS26_HUMAN;RT18C_HUMAN;RS6_HUMAN;RL7A_HUMAN;RS16_HUMAN;RM33_HUMAN;RL23_HUMAN;RS29_HUMAN"
"Cluster_1"	"GO"	"0006882"	"cellular zinc ion homeostasis "	"4/323"	"27/17829"	1.23839009287926	0.151438667339727	0.0019368029493632	1	8.17750257997936	"MT1A_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT1E_HUMAN"
"Cluster_1"	"GO"	"0033120"	"positive regulation of RNA splicing "	"3/323"	"13/17829"	0.928792569659443	0.0729149139043132	0.00245352128892896	1	12.7380328649679	"ERN1_HUMAN;P85A_HUMAN;DYR1A_HUMAN"
"Cluster_1"	"GO"	"0021681"	"cerebellar granular layer development "	"2/323"	"3/17829"	0.619195046439629	0.016826518593303	0.00290156045158981	1	36.7987616099071	"LFG2_HUMAN;MK_HUMAN"
"Cluster_1"	"GO"	"0106015"	"negative regulation of inflammatory response to wounding "	"2/323"	"3/17829"	0.619195046439629	0.016826518593303	0.00290156045158981	1	36.7987616099071	"MK_HUMAN;GIT1_HUMAN"
"Cluster_1"	"GO"	"0071673"	"positive regulation of smooth muscle cell chemotaxis "	"2/323"	"3/17829"	0.619195046439629	0.016826518593303	0.00290156045158981	1	36.7987616099071	"MK_HUMAN;AIF1_HUMAN"
"Cluster_1"	"GO"	"0007417"	"central nervous system development "	"8/323"	"133/17829"	2.47678018575851	0.745975657636435	0.00325658281729976	1	3.32018901743523	"ROBO2_HUMAN;HPLN3_HUMAN;IRPL2_HUMAN;COX7B_HUMAN;ID3_HUMAN;NCAN_HUMAN;ZBT16_HUMAN;CO2A1_HUMAN"
"Cluster_1"	"GO"	"0071276"	"cellular response to cadmium ion "	"4/323"	"32/17829"	1.23839009287926	0.179482864995232	0.00338772441081758	1	6.89976780185759	"MT1A_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT1E_HUMAN"
"Cluster_1"	"GO"	"0050790"	"regulation of catalytic activity "	"4/323"	"34/17829"	1.23839009287926	0.190700544057435	0.00413166253175283	1	6.49389910763067	"ERCC5_HUMAN;SGK1_HUMAN;RGPD5_HUMAN;EI2BA_HUMAN"
"Cluster_1"	"GO"	"0070987"	"error-free translesion synthesis "	"2/323"	"4/17829"	0.619195046439629	0.0224353581244041	0.00430249445510044	1	27.5990712074303	"REV1_HUMAN;ZN363_HUMAN"
"Cluster_1"	"GO"	"0031929"	"TOR signaling "	"3/323"	"17/17829"	0.928792569659443	0.0953502720287173	0.00474493643848689	1	9.740848661446	"KS6B2_HUMAN;RS6_HUMAN;4EBP1_HUMAN"
"Cluster_1"	"GO"	"0061036"	"positive regulation of cartilage development "	"3/323"	"17/17829"	0.928792569659443	0.0953502720287173	0.00474493643848689	1	9.740848661446	"MK_HUMAN;TAPT1_HUMAN;ZBT16_HUMAN"
"Cluster_1"	"GO"	"0043198"	"dendritic shaft "	"4/323"	"36/17829"	1.23839009287926	0.201918223119637	0.00497871925726113	1	6.13312693498452	"GPER1_HUMAN;JPH4_HUMAN;KIRR1_HUMAN;NAC1_HUMAN"
"Cluster_1"	"GO"	"0006376"	"mRNA splice site selection "	"3/323"	"18/17829"	0.928792569659443	0.100959111559818	0.00546538111868054	1	9.19969040247678	"KHDC4_HUMAN;SRSF9_HUMAN;CELF5_HUMAN"
"Cluster_1"	"GO"	"0045638"	"negative regulation of myeloid cell differentiation "	"3/323"	"18/17829"	0.928792569659443	0.100959111559818	0.00546538111868054	1	9.19969040247678	"ZBT16_HUMAN;HXB8_HUMAN;IKBA_HUMAN"
"Cluster_1"	"GO"	"0043065"	"positive regulation of apoptotic process "	"12/323"	"285/17829"	3.71517027863777	1.59851926636379	0.00593415718928007	1	2.32413231220466	"GPER1_HUMAN;ID3_HUMAN;DNJA1_HUMAN;DNM1L_HUMAN;NR4A1_HUMAN;SOX4_HUMAN;RS6_HUMAN;PKHN1_HUMAN;RHOB_HUMAN;ZBT16_HUMAN;APR_HUMAN;EF1A2_HUMAN"
"Cluster_1"	"GO"	"0043967"	"histone H4 acetylation "	"4/323"	"38/17829"	1.23839009287926	0.213135902181839	0.00593497289296293	1	5.81033078051165	"PER1_HUMAN;RUVB2_HUMAN;EP300_HUMAN;IRF4_HUMAN"
"Cluster_1"	"GO"	"0098556"	"cytoplasmic side of rough endoplasmic reticulum membrane "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"RS26_HUMAN;RS29_HUMAN"
"Cluster_1"	"GO"	"0030137"	"COPI-coated vesicle "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"TMED2_HUMAN;TMEDA_HUMAN"
"Cluster_1"	"GO"	"0048205"	"COPI coating of Golgi vesicle "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"TMED2_HUMAN;TMEDA_HUMAN"
"Cluster_1"	"GO"	"0060426"	"lung vasculature development "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"FOXF1_HUMAN;ERRFI_HUMAN"
"Cluster_1"	"GO"	"1900103"	"positive regulation of endoplasmic reticulum unfolded protein response "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"ERN1_HUMAN;P85A_HUMAN"
"Cluster_1"	"GO"	"0061469"	"regulation of type B pancreatic cell proliferation "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"ERRFI_HUMAN;NR4A1_HUMAN"
"Cluster_1"	"GO"	"0071242"	"cellular response to ammonium ion "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"GRIA1_HUMAN;CPSM_HUMAN"
"Cluster_1"	"GO"	"0016167"	"glial cell-derived neurotrophic factor receptor activity "	"2/323"	"5/17829"	0.619195046439629	0.0280441976555051	0.00595460548734498	1	22.0792569659443	"GFRA2_HUMAN;GFRA3_HUMAN"
"Cluster_1"	"GO"	"0030198"	"extracellular matrix organization "	"8/323"	"148/17829"	2.47678018575851	0.83010825060295	0.00597493397300853	1	2.98368337377625	"ATS13_HUMAN;COJA1_HUMAN;FOXF1_HUMAN;FOXF2_HUMAN;NDNF_HUMAN;CO2A1_HUMAN;CO4A6_HUMAN;ATS15_HUMAN"
"Cluster_1"	"GO"	"0005751"	"mitochondrial respiratory chain complex IV "	"3/323"	"19/17829"	0.928792569659443	0.106567951090919	0.00624795304199718	1	8.71549617076747	"COX7B_HUMAN;NMES1_HUMAN;NUA4L_HUMAN"
