"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"736"	"linear_increasing"	"GO"	"0007166"	"cell surface receptor signaling pathway "	"212/17829"	2.22956234516928	1.18907398059342	0.00264393860720791	1	1.87504089868034	"SIGL9_HUMAN;MARCO_HUMAN;FCRL6_HUMAN;LAG3_HUMAN;GLP1R_HUMAN;LAMA1_HUMAN;FCRL3_HUMAN;CRFR2_HUMAN;MADD_HUMAN;MET_HUMAN;CXL13_HUMAN;KLRF1_HUMAN;EGFR_HUMAN;FCRL2_HUMAN;INAR2_HUMAN;FCRL4_HUMAN;OXYR_HUMAN;SIRB1_HUMAN;PACR_HUMAN;IL7RA_HUMAN;CLCF1_HUMAN;AGRG1_HUMAN;CD36_HUMAN;GFRA1_HUMAN;AGRG5_HUMAN;AGRA2_HUMAN;CD3G_HUMAN;AGRV1_HUMAN"	"28/1211"
"575"	"linear_increasing"	"GO"	"0007596"	"blood coagulation "	"74/17829"	1.07349298100743	0.415054125301475	0.00268511159669499	1	2.58639275113264	"SHH_HUMAN;MMRN1_HUMAN;GDN_HUMAN;DTBP1_HUMAN;HNF4A_HUMAN;FA11_HUMAN;ENTP1_HUMAN;ITPK1_HUMAN;CP4F2_HUMAN;RB27A_HUMAN;CBPB2_HUMAN;IC1_HUMAN;CD36_HUMAN;C4BPB_HUMAN"	"14/1211"
"281"	"linear_increasing"	"GO"	"0070365"	"hepatocyte differentiation "	"13/17829"	0.412881915772089	0.0729149139043132	0.00397663862172094	1	5.66251667407737	"PROX1_HUMAN;HNF4A_HUMAN;E2F7_HUMAN;CP1A1_HUMAN;HNF1B_HUMAN;E2F8_HUMAN"	"6/1211"
"1392"	"linear_increasing"	"GO"	"0042626"	"ATPase-coupled transmembrane transporter activity "	"43/17829"	0.74318744838976	0.241180099837344	0.00436766761173018	1	3.08146256217234	"ABCG2_HUMAN;MDR1_HUMAN;MRP3_HUMAN;TAP2_HUMAN;ABCBB_HUMAN;ABCG5_HUMAN;ABCB5_HUMAN;ABCB7_HUMAN;CFTR_HUMAN;ABCA9_HUMAN"	"10/1211"
"2879"	"linear_increasing"	"GO"	"0070266"	"necroptotic process "	"16/17829"	0.412881915772089	0.0897414324976162	0.00808753528045658	1	4.60079479768786	"ITPK1_HUMAN;CYLD_HUMAN;P53_HUMAN;RIPK3_HUMAN;SPAT2_HUMAN;PPIF_HUMAN"	"6/1211"
"76"	"linear_increasing"	"GO"	"0016324"	"apical plasma membrane "	"335/17829"	2.97274979355904	1.87896124291884	0.00863523195997048	1	1.58212406177206	"MPDZ_HUMAN;STK26_HUMAN;LRP2_HUMAN;ABCG2_HUMAN;JAG1_HUMAN;LMO7_HUMAN;AQP6_HUMAN;CUBN_HUMAN;MDR1_HUMAN;MOT8_HUMAN;NPT1_HUMAN;CEAM5_HUMAN;EPCAM_HUMAN;GTR2_HUMAN;PROM1_HUMAN;ITPK1_HUMAN;KNCN_HUMAN;OXYR_HUMAN;CP4F2_HUMAN;SLC31_HUMAN;PGFRB_HUMAN;S22AI_HUMAN;PLET1_HUMAN;UPK2_HUMAN;RB27A_HUMAN;ABCBB_HUMAN;ABCG5_HUMAN;DLG1_HUMAN;AT1B2_HUMAN;AT12A_HUMAN;IL6RA_HUMAN;NHRF1_HUMAN;LAT1_HUMAN;ACE2_HUMAN;CFTR_HUMAN;CD36_HUMAN;AQP10_HUMAN"	"37/1211"
"1740"	"linear_increasing"	"GO"	"0019903"	"protein phosphatase binding "	"86/17829"	1.07349298100743	0.482360199674687	0.00991277061093454	1	2.22550073934669	"FCRL6_HUMAN;KCNN4_HUMAN;MK08_HUMAN;FCRL3_HUMAN;MET_HUMAN;JAK1_HUMAN;EGFR_HUMAN;FCRL2_HUMAN;P53_HUMAN;ANK1_HUMAN;ROS1_HUMAN;VRK3_HUMAN;TRAF2_HUMAN;RACK1_HUMAN"	"14/1211"
"91"	"linear_increasing"	"GO"	"0005576"	"extracellular region "	"1702/17829"	11.3955408753097	9.54624488193393	0.019427830363699	1	1.19371973129199	"PDZD2_HUMAN;PENK_HUMAN;UTS2B_HUMAN;OXLA_HUMAN;PRS37_HUMAN;RET4_HUMAN;SHH_HUMAN;RSPO2_HUMAN;RSPO4_HUMAN;TITIN_HUMAN;SCF_HUMAN;CRF_HUMAN;LSAMP_HUMAN;INSL5_HUMAN;MATN4_HUMAN;MMRN1_HUMAN;KLK15_HUMAN;JAG1_HUMAN;HMN6_HUMAN;GDN_HUMAN;CSPG5_HUMAN;MMP17_HUMAN;D107A_HUMAN;HYAL3_HUMAN;LAG3_HUMAN;ARSJ_HUMAN;COCA1_HUMAN;FHR4_HUMAN;HPSE2_HUMAN;HEPC_HUMAN;LAMA1_HUMAN;C163B_HUMAN;CEAM5_HUMAN;FHR1_HUMAN;CALCA_HUMAN;CAD13_HUMAN;CFAI_HUMAN;BGAT_HUMAN;I11RA_HUMAN;LCN6_HUMAN;MET_HUMAN;FA24B_HUMAN;ATS5_HUMAN;FNDC1_HUMAN;CXL13_HUMAN;FA11_HUMAN;CCL11_HUMAN;CFAB_HUMAN;DHR11_HUMAN;DAAF4_HUMAN;NRG3_HUMAN;ATS8_HUMAN;INAR2_HUMAN;KLK4_HUMAN;NID1_HUMAN;CABP4_HUMAN;GPX6_HUMAN;DB112_HUMAN;DEF4_HUMAN;CSTL1_HUMAN;IL11_HUMAN;OVCH2_HUMAN;DNAI1_HUMAN;PA24B_HUMAN;ACP7_HUMAN;NXPH2_HUMAN;NOTC3_HUMAN;ISK5_HUMAN;LYPD5_HUMAN;SIM20_HUMAN;S10AB_HUMAN;MIC27_HUMAN;SPIT3_HUMAN;PRS35_HUMAN;PPBI_HUMAN;COKA1_HUMAN;ISM1_HUMAN;LIRA3_HUMAN;PPBN_HUMAN;RNAS9_HUMAN;TM11E_HUMAN;OSTP_HUMAN;WNT8A_HUMAN;TFF3_HUMAN;TULP2_HUMAN;PROK1_HUMAN;RELN_HUMAN;TSP1_HUMAN;OOSP2_HUMAN;OTOR_HUMAN;PLET1_HUMAN;PRS58_HUMAN;TCPB_HUMAN;VTDB_HUMAN;VTM2L_HUMAN;VEGFD_HUMAN;PPBT_HUMAN;RB27A_HUMAN;R4RL1_HUMAN;CBPB2_HUMAN;C1R_HUMAN;ARSA_HUMAN;A1BG_HUMAN;BMP2_HUMAN;APOM_HUMAN;ARSI_HUMAN;IL17_HUMAN;IC1_HUMAN;IL23A_HUMAN;IL34_HUMAN;IL6RA_HUMAN;IL7RA_HUMAN;IL9_HUMAN;HEM2_HUMAN;NEK10_HUMAN;NTF3_HUMAN;COMP_HUMAN;LYZL5_HUMAN;MAMC2_HUMAN;FLNA_HUMAN;MET24_HUMAN;MMP7_HUMAN;CCDC3_HUMAN;CERU_HUMAN;DRS7C_HUMAN;CLCF1_HUMAN;ACE2_HUMAN;CEI_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CO8A1_HUMAN;CO9A3_HUMAN;COFA1_HUMAN;C4BPB_HUMAN;DHI1L_HUMAN;DYH11_HUMAN;FBLN2_HUMAN;AMBP_HUMAN;COSA1_HUMAN"	"139/1211"
"1391"	"linear_increasing"	"GO"	"0008559"	"ABC-type xenobiotic transporter activity "	"14/17829"	0.330305532617671	0.0785237534354142	0.0224992297378095	1	4.20644095788604	"ABCG2_HUMAN;MDR1_HUMAN;MRP3_HUMAN;ABCBB_HUMAN;ABCB5_HUMAN"	"5/1211"
"1040"	"linear_increasing"	"GO"	"0000287"	"magnesium ion binding "	"210/17829"	1.89925681255161	1.17785630153121	0.0276622587710132	1	1.61246903385632	"STK26_HUMAN;LRRK2_HUMAN;EXD2_HUMAN;FAN1_HUMAN;ITPK1_HUMAN;PIF1_HUMAN;MRCKG_HUMAN;MRCKA_HUMAN;WRN_HUMAN;PPBI_HUMAN;XYLT2_HUMAN;XXLT1_HUMAN;TPPP_HUMAN;WEE1_HUMAN;THG1_HUMAN;THTPA_HUMAN;TREX1_HUMAN;TSSK6_HUMAN;NIM1_HUMAN;AT11A_HUMAN;AT8A2_HUMAN;LATS1_HUMAN;CIB2_HUMAN;CIB4_HUMAN"	"24/1211"
