"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"516"	"linear_increasing"	"GO"	"0051965"	"positive regulation of synapse assembly "	"55/17829"	1.38248847926267	0.308486174210556	0.00283951764090598	1	4.48152492668622	"LRRT3_HUMAN;LRTM2_HUMAN;CSTN2_HUMAN;AGRB1_HUMAN;GRID2_HUMAN;WNT7A_HUMAN;ADNP_HUMAN"	"7/434"
"1508"	"linear_increasing"	"GO"	"0070971"	"endoplasmic reticulum exit site "	"25/17829"	0.921658986175115	0.140220988277525	0.00427622684341542	1	6.57290322580645	"MPPE1_HUMAN;SC23A_HUMAN;SC24A_HUMAN;SC31A_HUMAN;SAR1B_HUMAN"	"5/434"
"1607"	"linear_increasing"	"GO"	"0030127"	"COPII vesicle coat "	"14/17829"	0.691244239631336	0.0785237534354142	0.00660785182996943	1	8.80299539170507	"SC23A_HUMAN;SC24A_HUMAN;SC31A_HUMAN;SAR1B_HUMAN"	"4/434"
"91"	"linear_increasing"	"GO"	"0005829"	"cytosol "	"4982/17829"	32.9493087557604	27.9432385439453	0.010370442481907	1	1.17915139664081	"PDE9A_HUMAN;PLIN1_HUMAN;SPIR2_HUMAN;STALP_HUMAN;RASF9_HUMAN;SNF8_HUMAN;PPARG_HUMAN;SLX4_HUMAN;SPY4_HUMAN;TIFA_HUMAN;SPRE1_HUMAN;RIDA_HUMAN;RIPL2_HUMAN;RS21_HUMAN;MAPK5_HUMAN;MAP2_HUMAN;M3K1_HUMAN;FBX40_HUMAN;KIF4B_HUMAN;LIMK1_HUMAN;DAZP1_HUMAN;CRNS1_HUMAN;FBXL4_HUMAN;GASP1_HUMAN;HIP1R_HUMAN;CUBN_HUMAN;IMA4_HUMAN;KLHL5_HUMAN;NFAT5_HUMAN;HDAC5_HUMAN;KT33B_HUMAN;GBP3_HUMAN;NSL1_HUMAN;ARY2_HUMAN;CAST1_HUMAN;DCE2_HUMAN;FLCN_HUMAN;ID2_HUMAN;IF4B_HUMAN;CAPR1_HUMAN;CCD66_HUMAN;KS6A1_HUMAN;KRA55_HUMAN;HAUS2_HUMAN;ACTS_HUMAN;BIRC6_HUMAN;DUS2L_HUMAN;GADL1_HUMAN;HABP4_HUMAN;COPRS_HUMAN;GPS2_HUMAN;FEM1C_HUMAN;KIFA3_HUMAN;K1C26_HUMAN;PX11B_HUMAN;PKHG3_HUMAN;PYM1_HUMAN;MLRV_HUMAN;SMC4_HUMAN;PP6R3_HUMAN;NOP53_HUMAN;SGO2_HUMAN;RTRAF_HUMAN;PI4KB_HUMAN;S12A2_HUMAN;SRR_HUMAN;PCKGM_HUMAN;SNX3_HUMAN;RPTN_HUMAN;RN19A_HUMAN;SENP5_HUMAN;RHGBB_HUMAN;SPS2_HUMAN;SERF2_HUMAN;VAMP1_HUMAN;SC23A_HUMAN;PAOX_HUMAN;PKN2_HUMAN;SC24A_HUMAN;TRIML_HUMAN;SC31A_HUMAN;TDRP_HUMAN;SAR1B_HUMAN;SSNA1_HUMAN;PSME3_HUMAN;SCP2_HUMAN;SPRR3_HUMAN;SH21B_HUMAN;STAT6_HUMAN;DNM3L_HUMAN;RHG06_HUMAN;MFI_HUMAN;TRI11_HUMAN;RIPL1_HUMAN;TF2AA_HUMAN;VPS29_HUMAN;TSNAX_HUMAN;VIR_HUMAN;WNK1_HUMAN;VINEX_HUMAN;ITFG2_HUMAN;PLS3_HUMAN;UBE2N_HUMAN;TOLIP_HUMAN;TCPE_HUMAN;PTHB1_HUMAN;INP4B_HUMAN;ACMSD_HUMAN;ACOT1_HUMAN;ANR11_HUMAN;DEN5A_HUMAN;ARH_HUMAN;FRDA_HUMAN;HOME2_HUMAN;HSP74_HUMAN;HSP7E_HUMAN;HXB5_HUMAN;IF4G2_HUMAN;MYPT2_HUMAN;MEF2A_HUMAN;NU188_HUMAN;KLHL2_HUMAN;KI20B_HUMAN;MERL_HUMAN;PCBP2_HUMAN;GAMT_HUMAN;FNTB_HUMAN;GBB2_HUMAN;GMPR2_HUMAN;CEP97_HUMAN;ACV1B_HUMAN;CEP89_HUMAN;DYST_HUMAN;DTL_HUMAN;CRYM_HUMAN;ACACA_HUMAN;CLAT_HUMAN;GDE_HUMAN;DCTN2_HUMAN;EIF3J_HUMAN;AL7A1_HUMAN;CD5R1_HUMAN;ASB15_HUMAN;ASB1_HUMAN"	"144/434"
"413"	"linear_increasing"	"GO"	"0008047"	"enzyme activator activity "	"53/17829"	1.15207373271889	0.297268495148354	0.01095845028036	1	3.87553256238588	"SLX4_HUMAN;DBF4A_HUMAN;COLL2_HUMAN;DNM3L_HUMAN;RFC1_HUMAN;MYPT2_HUMAN"	"6/434"
"24"	"linear_increasing"	"GO"	"0005759"	"mitochondrial matrix "	"358/17829"	3.68663594470046	2.00796455213416	0.0214742034855197	1	1.83600648765543	"PDPR_HUMAN;PEO1_HUMAN;SYPM_HUMAN;RIDA_HUMAN;NDUAA_HUMAN;D2HDH_HUMAN;ETHE1_HUMAN;NDUA9_HUMAN;COQ5_HUMAN;PCKGM_HUMAN;RHGBB_HUMAN;EFTS_HUMAN;MRPP3_HUMAN;SYEM_HUMAN;FRDA_HUMAN;ACD10_HUMAN;AL7A1_HUMAN"	"17/434"
"409"	"linear_increasing"	"GO"	"0035725"	"sodium ion transmembrane transport "	"64/17829"	1.15207373271889	0.358965729990465	0.0218966734984355	1	3.20942540322581	"S12A1_HUMAN;S6A14_HUMAN;S12A2_HUMAN;S6A16_HUMAN;AT1B3_HUMAN;ASIC5_HUMAN"	"6/434"
"133"	"linear_increasing"	"GO"	"0005768"	"endosome "	"282/17829"	2.99539170506912	1.58169274777049	0.0282822961243787	1	1.89378860672615	"STALP_HUMAN;RAB25_HUMAN;RASF9_HUMAN;MARH3_HUMAN;GLR_HUMAN;MUC24_HUMAN;BIRC6_HUMAN;KS6C1_HUMAN;GPR62_HUMAN;PI4KB_HUMAN;UN93B_HUMAN;VGFR1_HUMAN;VPS29_HUMAN;VPS16_HUMAN"	"14/434"
"437"	"linear_increasing"	"GO"	"0006898"	"receptor-mediated endocytosis "	"70/17829"	1.15207373271889	0.392618767177071	0.0300904323648179	1	2.93433179723502	"TM108_HUMAN;HIP1R_HUMAN;CUBN_HUMAN;PI4KB_HUMAN;ARH_HUMAN;ASGR1_HUMAN"	"6/434"
"104"	"linear_increasing"	"GO"	"0007165"	"signal transduction "	"914/17829"	7.37327188940092	5.12647933142633	0.0341249462748103	1	1.43827204065787	"PDE9A_HUMAN;RASF9_HUMAN;SCUB3_HUMAN;PPARG_HUMAN;LRRD1_HUMAN;MAPK5_HUMAN;MAVS_HUMAN;LIMK1_HUMAN;COLI_HUMAN;NFAT5_HUMAN;KS6A1_HUMAN;MUC24_HUMAN;AGRB1_HUMAN;ACHA_HUMAN;KIFA3_HUMAN;KS6C1_HUMAN;PX11B_HUMAN;NMB_HUMAN;PI4KB_HUMAN;RHGBB_HUMAN;SOX8_HUMAN;PKN2_HUMAN;UTER_HUMAN;STAT6_HUMAN;WNK1_HUMAN;TOLIP_HUMAN;ZPR1_HUMAN;INP4B_HUMAN;LIRA2_HUMAN;RALB_HUMAN;ACHG_HUMAN;MYPT2_HUMAN;ACV1B_HUMAN"	"33/434"
