"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"261"	"linear_increasing"	"GO"	"0007155"	"cell adhesion "	"407/17829"	3.56308411214953	2.28279768915811	0.00103792149546838	1	1.56084094927553	"PLXC1_HUMAN;TINAG_HUMAN;SPON2_HUMAN;TM9S4_HUMAN;SCF_HUMAN;CDHR5_HUMAN;APLP1_HUMAN;HPLN3_HUMAN;CADM2_HUMAN;COCA1_HUMAN;LAMA1_HUMAN;COJA1_HUMAN;HYAS1_HUMAN;CTNB1_HUMAN;CAD11_HUMAN;CCL11_HUMAN;JCAD_HUMAN;ENTP1_HUMAN;OLFM4_HUMAN;CSKP_HUMAN;NRP2_HUMAN;MUC16_HUMAN;NCAM1_HUMAN;PCDH1_HUMAN;STAB2_HUMAN;RGMB_HUMAN;PCD20_HUMAN;PCDH9_HUMAN;SEPR_HUMAN;OSTP_HUMAN;SUSD5_HUMAN;TROAP_HUMAN;TGFI1_HUMAN;XLRS1_HUMAN;ZA2G_HUMAN;RELN_HUMAN;NCAN_HUMAN;CLD11_HUMAN;ACES_HUMAN;ADAM2_HUMAN;CADH6_HUMAN;EPHA8_HUMAN;ICAM2_HUMAN;L1CAM_HUMAN;AGRG1_HUMAN;CLD20_HUMAN;CLD2_HUMAN;CLD34_HUMAN;CLD4_HUMAN;CO4A6_HUMAN;CLD7_HUMAN;CLD8_HUMAN;CO8A1_HUMAN;CNTN2_HUMAN;ADA12_HUMAN;COFA1_HUMAN;B4GT1_HUMAN;ADA17_HUMAN;CLM8_HUMAN;EMIL2_HUMAN;CX3C1_HUMAN;AMBP_HUMAN"	"62/1712"
"2884"	"linear_increasing"	"GO"	"0009982"	"pseudouridine synthase activity "	"13/17829"	0.350467289719626	0.0729149139043132	0.00398926219518112	1	4.80652408339324	"DKC1_HUMAN;PUS3_HUMAN;PUS7L_HUMAN;RUSD1_HUMAN;RUSD2_HUMAN;RUSD4_HUMAN;TRUB1_HUMAN"	"7/1712"
"1912"	"linear_increasing"	"GO"	"0032816"	"positive regulation of natural killer cell activation "	"7/17829"	0.233644859813084	0.0392618767177071	0.0108177247666365	1	5.95093457943925	"IL12A_HUMAN;TYOBP_HUMAN;TCAM1_HUMAN;IL23A_HUMAN;IL12B_HUMAN"	"5/1712"
"53"	"linear_increasing"	"GO"	"0031526"	"brush border membrane "	"53/17829"	0.700934579439252	0.297268495148354	0.0113974684320999	1	2.35791747487216	"LIMA1_HUMAN;S6A19_HUMAN;LRP2_HUMAN;CDHR5_HUMAN;CUBN_HUMAN;CAH4_HUMAN;SLC31_HUMAN;S22AC_HUMAN;XCT_HUMAN;GNA13_HUMAN;ACE2_HUMAN;B4GT1_HUMAN;ATP7A_HUMAN"	"13/1712"
"173"	"linear_increasing"	"GO"	"0004930"	"G protein-coupled receptor activity "	"633/17829"	4.67289719626168	3.55039542318694	0.0116343287001039	1	1.31616246622669	"PD2R2_HUMAN;O13C5_HUMAN;PAR3_HUMAN;O10G7_HUMAN;GPER1_HUMAN;GPR15_HUMAN;GPR4_HUMAN;GPR21_HUMAN;GPR22_HUMAN;OR2LD_HUMAN;O52N5_HUMAN;GPR82_HUMAN;OR8D2_HUMAN;AGRG4_HUMAN;FZD1_HUMAN;GPR85_HUMAN;GPR45_HUMAN;FZD2_HUMAN;GPR75_HUMAN;GRM5_HUMAN;O56A5_HUMAN;O56A3_HUMAN;OR4C6_HUMAN;O51S1_HUMAN;O51F1_HUMAN;OR5M9_HUMAN;OR6B3_HUMAN;OR8A1_HUMAN;O6C76_HUMAN;O4A15_HUMAN;OPSD_HUMAN;OR4D9_HUMAN;OR5I1_HUMAN;O51G1_HUMAN;OX2R_HUMAN;GPR62_HUMAN;GPR37_HUMAN;GPR32_HUMAN;OR5L2_HUMAN;OR5MB_HUMAN;OR1L8_HUMAN;P2Y10_HUMAN;OXYR_HUMAN;CCR7_HUMAN;OR8J3_HUMAN;OR2D3_HUMAN;OR8K1_HUMAN;O51J1_HUMAN;O10G6_HUMAN;O14I1_HUMAN;MTLR_HUMAN;MTR1B_HUMAN;T2R42_HUMAN;OR5P2_HUMAN;OR9A2_HUMAN;OR7A5_HUMAN;T2R46_HUMAN;LPAR3_HUMAN;O52K1_HUMAN;OR4CG_HUMAN;O51B5_HUMAN;O52Z1_HUMAN;OR2G3_HUMAN;OR2B6_HUMAN;OR4CB_HUMAN;AGRL1_HUMAN;ADA2C_HUMAN;GP153_HUMAN;GPR39_HUMAN;O10G2_HUMAN;AGRG1_HUMAN;AGRG3_HUMAN;GASR_HUMAN;AGRG5_HUMAN;CXCR5_HUMAN;GP162_HUMAN;GP171_HUMAN;AGRV1_HUMAN;CX3C1_HUMAN;DRD2_HUMAN;DRD3_HUMAN"	"81/1712"
"1251"	"linear_increasing"	"GO"	"0004385"	"guanylate kinase activity "	"8/17829"	0.233644859813084	0.0448707162488081	0.0151421259412277	1	5.20706775700934	"MAGI3_HUMAN;EM55_HUMAN;CSKP_HUMAN;LRGUK_HUMAN;DLG1_HUMAN"	"5/1712"
"57"	"linear_increasing"	"GO"	"0005886"	"plasma membrane "	"4231/17829"	25.7593457943925	23.7310000560884	0.0155308209678738	1	1.08547240881169	"LIMA1_HUMAN;MPDZ_HUMAN;PHEX_HUMAN;PD2R2_HUMAN;PDE9A_HUMAN;PLXC1_HUMAN;TM147_HUMAN;RASF3_HUMAN;RAB6A_HUMAN;RASH_HUMAN;SYNJ2_HUMAN;SYT17_HUMAN;O13C5_HUMAN;PIGN_HUMAN;SCUB3_HUMAN;TRAF7_HUMAN;TMEDA_HUMAN;TMPS7_HUMAN;PAR3_HUMAN;ROBO2_HUMAN;S6A19_HUMAN;TMM25_HUMAN;O10G7_HUMAN;RHG10_HUMAN;SCF_HUMAN;S41A2_HUMAN;TRPA1_HUMAN;RAB9B_HUMAN;SCFD1_HUMAN;FHL1_HUMAN;FAT2_HUMAN;HCD2_HUMAN;LRP2_HUMAN;MAGE1_HUMAN;MARCO_HUMAN;MAGI3_HUMAN;MDGA1_HUMAN;MARH1_HUMAN;MARH2_HUMAN;CGAS_HUMAN;LRP11_HUMAN;MAST2_HUMAN;M3K7_HUMAN;I22R1_HUMAN;AP2A2_HUMAN;GPER1_HUMAN;AIG1_HUMAN;ACSL1_HUMAN;APLP1_HUMAN;JAG1_HUMAN;KPB2_HUMAN;KAP1_HUMAN;LSHR_HUMAN;KCNA4_HUMAN;JPH4_HUMAN;GPR15_HUMAN;GPR4_HUMAN;HDA11_HUMAN;GBG7_HUMAN;HYLS1_HUMAN;GPR21_HUMAN;L2GL2_HUMAN;HNRPF_HUMAN;IRS1_HUMAN;CUBN_HUMAN;DCC_HUMAN;DAF_HUMAN;IFM10_HUMAN;INLR1_HUMAN;MMP17_HUMAN;ENPP6_HUMAN;HEPH_HUMAN;EHD1_HUMAN;FRS2_HUMAN;GBG8_HUMAN;HYAL3_HUMAN;CADM2_HUMAN;GPR22_HUMAN;HPSE2_HUMAN;I10R2_HUMAN;KCNN3_HUMAN;KCNU1_HUMAN;NEDD1_HUMAN;HRH3_HUMAN;MOT8_HUMAN;KCNB1_HUMAN;KCNN4_HUMAN;OR2LD_HUMAN;O52N5_HUMAN;HDAC8_HUMAN;GPR82_HUMAN;OR8D2_HUMAN;NPT1_HUMAN;CTND1_HUMAN;MCLN2_HUMAN;MCF2L_HUMAN;MUC5A_HUMAN;CEAM5_HUMAN;DGKK_HUMAN;FLCN_HUMAN;CTSR3_HUMAN;CAC1G_HUMAN;CRFR2_HUMAN;HYAS1_HUMAN;I11RA_HUMAN;MADD_HUMAN;MICB_HUMAN;ITA4_HUMAN;KC1G3_HUMAN;APBA2_HUMAN;APBB1_HUMAN;CTNB1_HUMAN;CAVN1_HUMAN;CAD11_HUMAN;ENOA_HUMAN;FABPI_HUMAN;FZD1_HUMAN;CTL3_HUMAN;FA11_HUMAN;CDCA4_HUMAN;DCXR_HUMAN;FLT3_HUMAN;AMPB_HUMAN;CFAB_HUMAN;GPC4_HUMAN;EM55_HUMAN;GLPC_HUMAN;GUC2F_HUMAN;KLOTB_HUMAN;KCND1_HUMAN;KIRR1_HUMAN;GPR85_HUMAN;GPR45_HUMAN;CE295_HUMAN;FZD2_HUMAN;GRID2_HUMAN;GPR75_HUMAN;CARL1_HUMAN;CAH9_HUMAN;DAAF4_HUMAN;EGFR_HUMAN;GRM5_HUMAN;ENTP1_HUMAN;MRP3_HUMAN;O56A5_HUMAN;O56A3_HUMAN;OR4C6_HUMAN;O51S1_HUMAN;O51F1_HUMAN;PROM1_HUMAN;KSR2_HUMAN;PALS2_HUMAN;OR5M9_HUMAN;OR6B3_HUMAN;OR8A1_HUMAN;O6C76_HUMAN;O4A15_HUMAN;PDIA6_HUMAN;PLM_HUMAN;PLPP5_HUMAN;PALLD_HUMAN;OLFM4_HUMAN;KGP1_HUMAN;NID1_HUMAN;NCAM2_HUMAN;NOX1_HUMAN;NOX5_HUMAN;OR5T2_HUMAN;OPSD_HUMAN;OR4D9_HUMAN;OR5I1_HUMAN;O51G1_HUMAN;OX2R_HUMAN;PAQR5_HUMAN;DFFA_HUMAN;GIPR_HUMAN;CSKP_HUMAN;GPR62_HUMAN;GPR37_HUMAN;GPR32_HUMAN;LANC3_HUMAN;PIGU_HUMAN;CTSRD_HUMAN;CAH4_HUMAN;FGFR3_HUMAN;NCTR1_HUMAN;PAK3_HUMAN;PAQR7_HUMAN;OVCH2_HUMAN;NRP2_HUMAN;OR5L2_HUMAN;OR5MB_HUMAN;OR1L8_HUMAN;RAP2A_HUMAN;RGS11_HUMAN;P2Y10_HUMAN;OXYR_HUMAN;MUC16_HUMAN;MRP1_HUMAN;PRAF3_HUMAN;RGS7_HUMAN;ANK1_HUMAN;CCR7_HUMAN;LRC4B_HUMAN;MUCL3_HUMAN;NOTC3_HUMAN;OR8J3_HUMAN;OR2D3_HUMAN;OR8K1_HUMAN;O51J1_HUMAN;O10G6_HUMAN;NCKX1_HUMAN;NCAM1_HUMAN;O14I1_HUMAN;OSTA_HUMAN;SL7A1_HUMAN;SIRB2_HUMAN;SLAF6_HUMAN;SIG15_HUMAN;PK3CD_HUMAN;PMS2_HUMAN;MTLR_HUMAN;OX2G_HUMAN;PLP2_HUMAN;PCDH1_HUMAN;SCFD2_HUMAN;SLC31_HUMAN;STAB2_HUMAN;S13A2_HUMAN;S22AC_HUMAN;STX19_HUMAN;S22A3_HUMAN;S22A6_HUMAN;S6A12_HUMAN;RGMB_HUMAN;S26A2_HUMAN;PCD23_HUMAN;MTR1B_HUMAN;SCN3B_HUMAN;RXFP2_HUMAN;TRFM_HUMAN;SLIK6_HUMAN;RNF43_HUMAN;TRPV1_HUMAN;PGFRB_HUMAN;S22AI_HUMAN;TNFA_HUMAN;SPS1_HUMAN;ST17B_HUMAN;STRN3_HUMAN;T2R42_HUMAN;VAMP7_HUMAN;PAQR1_HUMAN;S47A1_HUMAN;STING_HUMAN;IFIT5_HUMAN;NCKX3_HUMAN;OR5P2_HUMAN;OR9A2_HUMAN;OR7A5_HUMAN;LIRA3_HUMAN;LY66D_HUMAN;NEUL_HUMAN;SC5A8_HUMAN;SEPR_HUMAN;S27A6_HUMAN;TEN4_HUMAN;T2R46_HUMAN;TARM1_HUMAN;S13A4_HUMAN;ZDHC4_HUMAN;PLEK_HUMAN;PLCG1_HUMAN;TYRP2_HUMAN;TYOBP_HUMAN;XKR5_HUMAN;TGFI1_HUMAN;TNR3_HUMAN;RGS12_HUMAN;TTC17_HUMAN;LPAR3_HUMAN;TLR7_HUMAN;O52K1_HUMAN;VPS28_HUMAN;TEST_HUMAN;TNFL9_HUMAN;RELN_HUMAN;TRPC7_HUMAN;TNR21_HUMAN;ZGPAT_HUMAN;NLGNX_HUMAN;NMT1_HUMAN;OR4CG_HUMAN;O51B5_HUMAN;TNFB_HUMAN;RGPS2_HUMAN;RGRF1_HUMAN;PLET1_HUMAN;TRPM5_HUMAN;UBR4_HUMAN;XKR3_HUMAN;XCT_HUMAN;TRML2_HUMAN;TBD2A_HUMAN;UN13C_HUMAN;VTM2L_HUMAN;ULBP3_HUMAN;TPC14_HUMAN;LT4R2_HUMAN;PPBT_HUMAN;O52Z1_HUMAN;OR2G3_HUMAN;OR2B6_HUMAN;OR4CB_HUMAN;RAB13_HUMAN;RB40L_HUMAN;RAGE_HUMAN;RALB_HUMAN;RAMP3_HUMAN;R4RL1_HUMAN;REM1_HUMAN;REM2_HUMAN;RENI_HUMAN;ABCG5_HUMAN;ACKR4_HUMAN;AA2AR_HUMAN;AGRL1_HUMAN;DGKD_HUMAN;DEN4C_HUMAN;DLG1_HUMAN;CLD11_HUMAN;AT1B2_HUMAN;AT2B2_HUMAN;AT2C2_HUMAN;AT10D_HUMAN;AT11A_HUMAN;ACL6A_HUMAN;ACK1_HUMAN;ACM2_HUMAN;ACES_HUMAN;ADA2C_HUMAN;ADAM2_HUMAN;CADH6_HUMAN;EPHA8_HUMAN;FRPD1_HUMAN;FTCD_HUMAN;HOME3_HUMAN;HSP7E_HUMAN;IL21R_HUMAN;ICAM2_HUMAN;GNA13_HUMAN;HRG_HUMAN;MYO1H_HUMAN;NAC1_HUMAN;GP153_HUMAN;GRIA1_HUMAN;NTCP_HUMAN;NPY1R_HUMAN;MELT_HUMAN;NALD2_HUMAN;NDC1_HUMAN;MAGA1_HUMAN;CLD12_HUMAN;IFM3_HUMAN;I5P2_HUMAN;MERL_HUMAN;FYB1_HUMAN;GPR39_HUMAN;MRAP_HUMAN;FCERG_HUMAN;L1CAM_HUMAN;O10G2_HUMAN;KCNJ5_HUMAN;LAT1_HUMAN;LPP_HUMAN;LHPL4_HUMAN;ANO3_HUMAN;AVR2A_HUMAN;ACM1_HUMAN;ABCB5_HUMAN;ACE2_HUMAN;ADA11_HUMAN;AMPH_HUMAN;AMPN_HUMAN;CDAN1_HUMAN;CLTR1_HUMAN;CLTRN_HUMAN;CNNM3_HUMAN;CIP2A_HUMAN;CLD20_HUMAN;CLD2_HUMAN;CLD34_HUMAN;CLD4_HUMAN;CLD7_HUMAN;CLD8_HUMAN;CLC5A_HUMAN;CNTN2_HUMAN;DSG1_HUMAN;GFRA1_HUMAN;GFRA2_HUMAN;GFRA3_HUMAN;GGT5_HUMAN;AHNK2_HUMAN;AMER1_HUMAN;ACTN1_HUMAN;ADA12_HUMAN;AKA12_HUMAN;AGRG3_HUMAN;CACB4_HUMAN;DLL4_HUMAN;GASR_HUMAN;ADCY3_HUMAN;BCORL_HUMAN;CSMD3_HUMAN;CXCR5_HUMAN;FLVC2_HUMAN;DTNB_HUMAN;GP162_HUMAN;GP171_HUMAN;B4GT1_HUMAN;ADA17_HUMAN;ADAM7_HUMAN;AGRV1_HUMAN;AQP10_HUMAN;CD5R1_HUMAN;CD7_HUMAN;CLM8_HUMAN;ATP7A_HUMAN;CKLF6_HUMAN;5HT3B_HUMAN;EI2BA_HUMAN;CPPED_HUMAN;CX3C1_HUMAN;CTL4_HUMAN;DRD2_HUMAN;DRD3_HUMAN;AMBP_HUMAN;BORG5_HUMAN;ADAM8_HUMAN;CAR14_HUMAN;ANO10_HUMAN;ES8L3_HUMAN"	"442/1712"
"5623"	"linear_increasing"	"GO"	"0016338"	"calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules "	"20/17829"	0.350467289719626	0.11217679062202	0.0202085192611876	1	3.12424065420561	"CLD11_HUMAN;CLD12_HUMAN;CLD20_HUMAN;CLD2_HUMAN;CLD4_HUMAN;CLD7_HUMAN;CLD8_HUMAN"	"7/1712"
"3339"	"linear_increasing"	"GO"	"0010750"	"positive regulation of nitric oxide mediated signal transduction "	"5/17829"	0.175233644859813	0.0280441976555051	0.0252700684202145	1	6.24848130841121	"EGFR_HUMAN;INS_HUMAN;GCYA1_HUMAN;GCYA2_HUMAN"	"4/1712"
"2583"	"linear_increasing"	"GO"	"0070830"	"bicellular tight junction assembly "	"47/17829"	0.58411214953271	0.263615457961748	0.0277669795781034	1	2.215773513621	"MPP7_HUMAN;STRN_HUMAN;RAB13_HUMAN;DLG1_HUMAN;CLD11_HUMAN;CLD20_HUMAN;CLD2_HUMAN;CLD34_HUMAN;CLD4_HUMAN;CLD7_HUMAN;CLD8_HUMAN"	"11/1712"
