"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"106"	"linear_increasing"	"GO"	"0062023"	"collagen-containing extracellular matrix "	"322/17829"	4.344453064391	1.80604632901453	1.15184000498917e-08	6.42035618780965e-05	2.40550477282693	"MXRA7_HUMAN;PEDF_HUMAN;SDF1_HUMAN;HPLN1_HUMAN;COEA1_HUMAN;HMCN2_HUMAN;COBA1_HUMAN;MMRN1_HUMAN;CSPG2_HUMAN;FBLN5_HUMAN;ANGP1_HUMAN;ANGL1_HUMAN;FBLN1_HUMAN;MIME_HUMAN;ITIH2_HUMAN;COQA1_HUMAN;DERM_HUMAN;APOA1_HUMAN;GREM1_HUMAN;ATS8_HUMAN;MMP2_HUMAN;LAMA4_HUMAN;NID1_HUMAN;ELN_HUMAN;LTBP1_HUMAN;NCAM1_HUMAN;SPRL1_HUMAN;SODE_HUMAN;SRPX_HUMAN;MFGM_HUMAN;TGFB2_HUMAN;TENX_HUMAN;VWA1_HUMAN;PRG3_HUMAN;VWF_HUMAN;MFAP4_HUMAN;TARSH_HUMAN;TSP2_HUMAN;ATS4_HUMAN;AEBP1_HUMAN;A1BG_HUMAN;A2AP_HUMAN;IC1_HUMAN;FBLN3_HUMAN;LUM_HUMAN;COHA1_HUMAN;CO1A1_HUMAN;AACT_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;GDF10_HUMAN;BGH3_HUMAN;CTHR1_HUMAN;EMIL2_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"57/1289"
"2"	"linear_increasing"	"GO"	"0005576"	"extracellular region "	"1702/17829"	13.188518231187	9.54624488193393	1.21793820476111e-05	0.0678878755333842	1.38153990331276	"C1S_HUMAN;PEDF_HUMAN;PCOC1_HUMAN;RET4_HUMAN;SFTA2_HUMAN;RSPO1_HUMAN;RSPO3_HUMAN;RSPO4_HUMAN;SEM3A_HUMAN;SDF1_HUMAN;HIS3_HUMAN;HPLN1_HUMAN;LKHA4_HUMAN;LRRC7_HUMAN;LGI4_HUMAN;COEA1_HUMAN;HAP28_HUMAN;ILF2_HUMAN;COBA1_HUMAN;FGF16_HUMAN;MMRN1_HUMAN;KLK15_HUMAN;JAG1_HUMAN;CSPG2_HUMAN;FBLN5_HUMAN;HPLN2_HUMAN;ANFB_HUMAN;CSPG5_HUMAN;DB133_HUMAN;ANGP1_HUMAN;FBLN1_HUMAN;IGF2_HUMAN;NET3_HUMAN;ARSJ_HUMAN;CCD80_HUMAN;NRG4_HUMAN;HSPB6_HUMAN;CD37L_HUMAN;MIME_HUMAN;CCL21_HUMAN;HTRA4_HUMAN;ITIH2_HUMAN;CCL27_HUMAN;BGAT_HUMAN;COQA1_HUMAN;CTRC_HUMAN;CXL13_HUMAN;FGF14_HUMAN;CNTN5_HUMAN;CPN2_HUMAN;APOA1_HUMAN;CFAB_HUMAN;LCAP_HUMAN;ATS8_HUMAN;LYG1_HUMAN;MMP2_HUMAN;LOXL3_HUMAN;LAMA4_HUMAN;NID1_HUMAN;CYTD_HUMAN;ELN_HUMAN;ENPP5_HUMAN;DB112_HUMAN;DB136_HUMAN;DEF4_HUMAN;EGF_HUMAN;EPO_HUMAN;CSTL1_HUMAN;PGRP1_HUMAN;FHR5_HUMAN;IL11_HUMAN;LYG2_HUMAN;PATE3_HUMAN;NRP2_HUMAN;ACP7_HUMAN;LTBP1_HUMAN;MET7A_HUMAN;IMPG1_HUMAN;PRS6A_HUMAN;NCAM1_HUMAN;SMS_HUMAN;SACA4_HUMAN;RPTN_HUMAN;PLDX1_HUMAN;PAFA_HUMAN;PA21B_HUMAN;SPRL1_HUMAN;SODE_HUMAN;MFGM_HUMAN;ROP1L_HUMAN;OLM2A_HUMAN;TSHB_HUMAN;TGFB2_HUMAN;ZN653_HUMAN;TENX_HUMAN;PIP_HUMAN;TEN1_HUMAN;ZP4_HUMAN;TBB5_HUMAN;TM11A_HUMAN;PRG3_HUMAN;RELN_HUMAN;VWF_HUMAN;TLL1_HUMAN;MFAP4_HUMAN;VSTM4_HUMAN;TARSH_HUMAN;PSCA_HUMAN;TSP2_HUMAN;UCN2_HUMAN;ATS4_HUMAN;LIRA2_HUMAN;PGFRL_HUMAN;CBPB2_HUMAN;AEBP1_HUMAN;C1R_HUMAN;AMPD3_HUMAN;CHLE_HUMAN;A1BG_HUMAN;A2AP_HUMAN;APOM_HUMAN;ATS18_HUMAN;DB119_HUMAN;FETUB_HUMAN;FGFP1_HUMAN;IBP3_HUMAN;IC1_HUMAN;IL34_HUMAN;IL36G_HUMAN;IL37_HUMAN;IL3_HUMAN;IL7RA_HUMAN;IL9_HUMAN;FBLN3_HUMAN;NAR3_HUMAN;NTF3_HUMAN;INS_HUMAN;NHLC2_HUMAN;LUM_HUMAN;COHA1_HUMAN;FLNA_HUMAN;MMP13_HUMAN;CYTC_HUMAN;ISK8_HUMAN;BPIA1_HUMAN;AREG_HUMAN;CAB39_HUMAN;CCDC3_HUMAN;DNSL2_HUMAN;CO1A1_HUMAN;AACT_HUMAN;CO3A1_HUMAN;CO3_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CO7_HUMAN;CO8B_HUMAN;CLCA2_HUMAN;GDE_HUMAN;GFOD1_HUMAN;GELS_HUMAN;BMP10_HUMAN;BSPH1_HUMAN;BGH3_HUMAN;CTHR1_HUMAN;DAW1_HUMAN;DYH11_HUMAN;CD6_HUMAN;EMIL2_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"171/1289"
"704"	"linear_increasing"	"GO"	"0030198"	"extracellular matrix organization "	"148/17829"	2.01706749418154	0.83010825060295	8.0383750237968e-05	0.448059023826434	2.42988488876774	"SMOC1_HUMAN;COEA1_HUMAN;COBA1_HUMAN;FBLN1_HUMAN;CCD80_HUMAN;ATS8_HUMAN;MMP14_HUMAN;MMP2_HUMAN;NOX1_HUMAN;ELN_HUMAN;CGAT1_HUMAN;NFKB2_HUMAN;IMPG1_HUMAN;S39A8_HUMAN;OLM2A_HUMAN;VWA1_HUMAN;ATS4_HUMAN;ATS18_HUMAN;COHA1_HUMAN;MMP13_HUMAN;CO1A1_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;BGH3_HUMAN;ATP7A_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"27/1289"
"635"	"linear_increasing"	"GO"	"0031012"	"extracellular matrix "	"234/17829"	2.63770364623739	1.31246845027764	0.000254518782673678	1	2.00972727815241	"TRIL_HUMAN;HPLN1_HUMAN;LRRT4_HUMAN;COEA1_HUMAN;HMCN2_HUMAN;CCN5_HUMAN;COBA1_HUMAN;CSPG2_HUMAN;FBLN5_HUMAN;HPLN2_HUMAN;FBLN1_HUMAN;LIGO4_HUMAN;CPN2_HUMAN;ATS8_HUMAN;MMP14_HUMAN;ELN_HUMAN;LTBP1_HUMAN;IMPG1_HUMAN;TFP11_HUMAN;OLM2A_HUMAN;TENX_HUMAN;RELN_HUMAN;VWF_HUMAN;ATS4_HUMAN;ATS18_HUMAN;FBLN3_HUMAN;LUM_HUMAN;COHA1_HUMAN;MMP13_HUMAN;CO1A1_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;BGH3_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"35/1289"
"1086"	"linear_increasing"	"GO"	"0030199"	"collagen fibril organization "	"52/17829"	1.00853374709077	0.291659655617253	0.000271264291502295	1	3.45791311093871	"COEA1_HUMAN;COBA1_HUMAN;DERM_HUMAN;GREM1_HUMAN;LOXL3_HUMAN;TGFB2_HUMAN;TENX_HUMAN;TLL1_HUMAN;A2AP_HUMAN;LUM_HUMAN;CO1A1_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;ATP7A_HUMAN"	"14/1289"
"112"	"linear_increasing"	"GO"	"0030018"	"Z disc "	"124/17829"	1.62916989914663	0.695496101856526	0.000585838168105563	1	2.34245726870042	"PDLI3_HUMAN;PDLI4_HUMAN;PGM5_HUMAN;PDE4B_HUMAN;JPH2_HUMAN;CAC1C_HUMAN;CSRP3_HUMAN;CASQ1_HUMAN;F16P2_HUMAN;PALLD_HUMAN;MYL9_HUMAN;NEXN_HUMAN;SYNP2_HUMAN;SYNCI_HUMAN;DESM_HUMAN;MYZAP_HUMAN;MYPN_HUMAN;MYPT2_HUMAN;FLNA_HUMAN;CAB39_HUMAN;BMP10_HUMAN;ASB2_HUMAN"	"22/1289"
"3"	"linear_increasing"	"GO"	"0005615"	"extracellular space "	"1409/17829"	10.4732350659426	7.90285489932133	0.000606205409872353	1	1.32524704038815	"C1S_HUMAN;PEDF_HUMAN;PCOC1_HUMAN;PI15_HUMAN;RET4_HUMAN;SYYC_HUMAN;SLIT3_HUMAN;SEM4C_HUMAN;TINAG_HUMAN;TRIL_HUMAN;SMOC1_HUMAN;SEM3A_HUMAN;TIG1_HUMAN;HIS3_HUMAN;LIPB2_HUMAN;LGI4_HUMAN;LRRT4_HUMAN;CD1A_HUMAN;COEA1_HUMAN;HMCN2_HUMAN;CCN5_HUMAN;COBA1_HUMAN;FGF16_HUMAN;CSPG2_HUMAN;FBLN5_HUMAN;H2B2E_HUMAN;ANFB_HUMAN;ANGP1_HUMAN;ANGL1_HUMAN;FBLN1_HUMAN;IGF2_HUMAN;LIGO4_HUMAN;MCF2L_HUMAN;MIME_HUMAN;CCL21_HUMAN;CCL27_HUMAN;AGRP_HUMAN;DERM_HUMAN;DPYL3_HUMAN;CXL13_HUMAN;CKLF1_HUMAN;CPN2_HUMAN;APOA1_HUMAN;CFAB_HUMAN;K1H1_HUMAN;FREM3_HUMAN;GREM1_HUMAN;NEC2_HUMAN;MMP14_HUMAN;MMP2_HUMAN;LOXL3_HUMAN;CYTD_HUMAN;FJX1_HUMAN;DEF4_HUMAN;EGF_HUMAN;EPO_HUMAN;IL11_HUMAN;CBPZ_HUMAN;PRPC_HUMAN;SMS_HUMAN;SCRG1_HUMAN;SPI2_HUMAN;PLDX1_HUMAN;PA21B_HUMAN;SPRL1_HUMAN;SODE_HUMAN;MFGM_HUMAN;UTER_HUMAN;SPB4_HUMAN;SEM3D_HUMAN;HYAL1_HUMAN;TSHB_HUMAN;TGFB2_HUMAN;TENX_HUMAN;WFDC3_HUMAN;VWA1_HUMAN;PIP_HUMAN;SVEP1_HUMAN;RELN_HUMAN;VWF_HUMAN;MFAP4_HUMAN;TARSH_HUMAN;TNFB_HUMAN;WFDC5_HUMAN;ULBP3_HUMAN;UCN2_HUMAN;ATS4_HUMAN;RB8NL_HUMAN;CBPB2_HUMAN;AEBP1_HUMAN;C1R_HUMAN;CHLE_HUMAN;DIK2A_HUMAN;A1BG_HUMAN;A2AP_HUMAN;C1QL3_HUMAN;FGFP1_HUMAN;IBP3_HUMAN;IC1_HUMAN;IL34_HUMAN;IL36G_HUMAN;IL37_HUMAN;IL3_HUMAN;IL9_HUMAN;ENOG_HUMAN;FBLN3_HUMAN;H2BFS_HUMAN;NTF3_HUMAN;INS_HUMAN;LUM_HUMAN;GRPL2_HUMAN;COHA1_HUMAN;MMP13_HUMAN;CYTC_HUMAN;BPIA1_HUMAN;AREG_HUMAN;CO1A1_HUMAN;AACT_HUMAN;CO3A1_HUMAN;CO3_HUMAN;CL18B_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;GDF10_HUMAN;GELS_HUMAN;AUGN_HUMAN;BMP10_HUMAN;CBPA1_HUMAN;BGH3_HUMAN;CTHR1_HUMAN;ACTA_HUMAN;ACTH_HUMAN;ASIP_HUMAN;ASM3B_HUMAN;FA20A_HUMAN;COSA1_HUMAN"	"136/1289"
"188"	"linear_increasing"	"GO"	"0007155"	"cell adhesion "	"407/17829"	3.72381691233514	2.28279768915811	0.00146839355905165	1	1.63125139385807	"PGM5_HUMAN;TINAG_HUMAN;SDF1_HUMAN;HPLN1_HUMAN;MAG_HUMAN;CCN5_HUMAN;MMRN1_HUMAN;CSPG2_HUMAN;HPLN2_HUMAN;GT253_HUMAN;CADM2_HUMAN;ITA9_HUMAN;DERM_HUMAN;FREM3_HUMAN;ENTP1_HUMAN;LAMA4_HUMAN;LY9_HUMAN;NRP2_HUMAN;NCAM1_HUMAN;PCDH7_HUMAN;SACA4_HUMAN;SHIP2_HUMAN;RGMB_HUMAN;PCD20_HUMAN;SRPX_HUMAN;MFGM_HUMAN;SUSD5_HUMAN;TENX_HUMAN;SVEP1_HUMAN;RELN_HUMAN;VWF_HUMAN;MFAP4_HUMAN;TSP2_HUMAN;ABL2_HUMAN;ADA22_HUMAN;CAD17_HUMAN;HCK_HUMAN;CLD20_HUMAN;CLD2_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CLCA2_HUMAN;CADH4_HUMAN;BMP10_HUMAN;AOC3_HUMAN;BGH3_HUMAN;ADA17_HUMAN;EMIL2_HUMAN;COSA1_HUMAN"	"49/1289"
"312"	"linear_increasing"	"GO"	"0005516"	"calmodulin binding "	"194/17829"	2.09464701318852	1.0881148690336	0.00229682810704221	1	1.92502379371846	"PCNT_HUMAN;PCP4_HUMAN;MYLK_HUMAN;MAPK3_HUMAN;MARCS_HUMAN;CNN1_HUMAN;KCNN4_HUMAN;CAC1C_HUMAN;CAMKV_HUMAN;INVS_HUMAN;KCC1B_HUMAN;MYH3_HUMAN;KCNN1_HUMAN;TRPV1_HUMAN;PLCB3_HUMAN;UN13A_HUMAN;MYLK2_HUMAN;AEBP1_HUMAN;AT2B3_HUMAN;MYH11_HUMAN;MYH15_HUMAN;IQCF3_HUMAN;IQCF5_HUMAN;IQCF6_HUMAN;CRCM1_HUMAN;KCC1D_HUMAN;CNN3_HUMAN;ENKUR_HUMAN"	"28/1289"
"319"	"linear_increasing"	"GO"	"0008201"	"heparin binding "	"159/17829"	1.78432893716059	0.891805485445061	0.00237835970826058	1	2.00080507048026	"PCOC1_HUMAN;SLIT3_HUMAN;RSPO1_HUMAN;RSPO3_HUMAN;RSPO4_HUMAN;SMOC1_HUMAN;CCN5_HUMAN;COBA1_HUMAN;CCD80_HUMAN;H11_HUMAN;CXL13_HUMAN;FGF14_HUMAN;ATS8_HUMAN;NRP2_HUMAN;IMPG1_HUMAN;SODE_HUMAN;TENX_HUMAN;TEN1_HUMAN;PTC1_HUMAN;TSP2_HUMAN;FGFP1_HUMAN;NAV2_HUMAN;CO5A1_HUMAN;BSPH1_HUMAN"	"24/1289"
