"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"38"	"linear_increasing"	"GO"	"0062023"	"collagen-containing extracellular matrix "	"322/17829"	4.67889908256881	1.80604632901453	4.1052923515776e-09	2.03253024326607e-05	2.59068607897886	"MXRA7_HUMAN;PEDF_HUMAN;SDF1_HUMAN;COEA1_HUMAN;HMCN2_HUMAN;ELNE_HUMAN;MMRN1_HUMAN;FBLN5_HUMAN;ANGL1_HUMAN;FBLN1_HUMAN;FETUA_HUMAN;MIME_HUMAN;ITIH2_HUMAN;LAMA2_HUMAN;COQA1_HUMAN;DERM_HUMAN;APOA1_HUMAN;CATF_HUMAN;GREM1_HUMAN;NID1_HUMAN;C1QC_HUMAN;ELN_HUMAN;LTBP1_HUMAN;SPRL1_HUMAN;SRPX_HUMAN;MFGM_HUMAN;COKA1_HUMAN;LTBP4_HUMAN;TGFB2_HUMAN;TENX_HUMAN;ZP2_HUMAN;MFAP4_HUMAN;TARSH_HUMAN;TSP2_HUMAN;ATS4_HUMAN;FBLN3_HUMAN;NDP_HUMAN;LUM_HUMAN;COHA1_HUMAN;CO1A1_HUMAN;AACT_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CO8A1_HUMAN;GDF10_HUMAN;COFA1_HUMAN;BGH3_HUMAN;CTHR1_HUMAN;APOA4_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"52/1090"
"2"	"linear_increasing"	"GO"	"0005576"	"extracellular region "	"1702/17829"	14.6788990825688	9.54624488193393	4.24058359290019e-08	0.000209951293684488	1.53766211364935	"C1S_HUMAN;PEDF_HUMAN;PD1L2_HUMAN;PCOC1_HUMAN;RET3_HUMAN;UTS2B_HUMAN;OXLA_HUMAN;RET4_HUMAN;RSPO3_HUMAN;RSPO4_HUMAN;SEM3A_HUMAN;SDF1_HUMAN;SMR3A_HUMAN;CHID1_HUMAN;CRF_HUMAN;LRRC7_HUMAN;COEA1_HUMAN;HAP28_HUMAN;ELNE_HUMAN;MMRN1_HUMAN;KLK15_HUMAN;JAG1_HUMAN;FBLN5_HUMAN;CST11_HUMAN;ERP44_HUMAN;FBLN1_HUMAN;FETUA_HUMAN;IGF2_HUMAN;HYAL3_HUMAN;NET3_HUMAN;ARSJ_HUMAN;CCD80_HUMAN;FHR4_HUMAN;ITIH3_HUMAN;NRG4_HUMAN;HSPB6_HUMAN;GRAA_HUMAN;CD37L_HUMAN;MIME_HUMAN;CCL21_HUMAN;HTRA4_HUMAN;ITIH2_HUMAN;BGAT_HUMAN;I11RA_HUMAN;LAMA2_HUMAN;COQA1_HUMAN;CTRC_HUMAN;CXL13_HUMAN;CNTN5_HUMAN;APOA1_HUMAN;CFAB_HUMAN;CSF1_HUMAN;DAAF4_HUMAN;ATS16_HUMAN;LYG1_HUMAN;CSF2R_HUMAN;NID1_HUMAN;CYTD_HUMAN;CABP4_HUMAN;C1QC_HUMAN;ELN_HUMAN;ENPP5_HUMAN;DB136_HUMAN;DEF4_HUMAN;EPO_HUMAN;CSTL1_HUMAN;PGRP1_HUMAN;IL11_HUMAN;LYG2_HUMAN;PATE3_HUMAN;NRP2_HUMAN;ACP7_HUMAN;CCL19_HUMAN;DFB4A_HUMAN;LTBP1_HUMAN;NECT1_HUMAN;PRS6A_HUMAN;RPTN_HUMAN;MIC27_HUMAN;THBG_HUMAN;PAFA_HUMAN;SPRL1_HUMAN;MFGM_HUMAN;MEP1B_HUMAN;OLM2A_HUMAN;COKA1_HUMAN;FGF19_HUMAN;LTBP4_HUMAN;RNAS9_HUMAN;TGFB2_HUMAN;TENX_HUMAN;NDK5_HUMAN;TXND5_HUMAN;WNT7A_HUMAN;PYGB_HUMAN;ZP2_HUMAN;TEN1_HUMAN;ZP4_HUMAN;TM11A_HUMAN;RELN_HUMAN;TLL1_HUMAN;MFAP4_HUMAN;VSTM4_HUMAN;TARSH_HUMAN;PSCA_HUMAN;TSP2_HUMAN;UCN2_HUMAN;ATS4_HUMAN;LIRA2_HUMAN;PGFRL_HUMAN;CBPB2_HUMAN;C1R_HUMAN;AMPD3_HUMAN;CHLE_HUMAN;CCL13_HUMAN;APOM_HUMAN;ATL3_HUMAN;ATS18_HUMAN;FETUB_HUMAN;IBP3_HUMAN;IL33_HUMAN;IL34_HUMAN;IL36G_HUMAN;IL3_HUMAN;IL9_HUMAN;FBLN3_HUMAN;NNRE_HUMAN;NTF3_HUMAN;INS_HUMAN;NHLC2_HUMAN;LUM_HUMAN;COHA1_HUMAN;FLNA_HUMAN;CYTC_HUMAN;ISK8_HUMAN;CCDC3_HUMAN;CO1A1_HUMAN;ACE2_HUMAN;AACT_HUMAN;CNTN4_HUMAN;CO3A1_HUMAN;CO3_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CO7_HUMAN;CO8A1_HUMAN;CO8B_HUMAN;CLCA2_HUMAN;GDE_HUMAN;GELS_HUMAN;BMP10_HUMAN;COFA1_HUMAN;BGH3_HUMAN;CTHR1_HUMAN;DAW1_HUMAN;DHR13_HUMAN;APOA4_HUMAN;CD6_HUMAN;EDN1_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"161/1090"
"702"	"linear_increasing"	"GO"	"0031012"	"extracellular matrix "	"234/17829"	3.11926605504587	1.31246845027764	1.07230356664386e-05	0.0530897495845377	2.37664079040226	"SPON1_HUMAN;LRRT4_HUMAN;COEA1_HUMAN;HMCN2_HUMAN;FBLN5_HUMAN;FBLN1_HUMAN;FETUA_HUMAN;LIGO4_HUMAN;ATS16_HUMAN;MMP14_HUMAN;ELN_HUMAN;LTBP1_HUMAN;OLM2A_HUMAN;LTBP4_HUMAN;TENX_HUMAN;WNT7A_HUMAN;RELN_HUMAN;UCMA_HUMAN;ATS4_HUMAN;BMPER_HUMAN;ATL3_HUMAN;ATS18_HUMAN;FBLN3_HUMAN;NDP_HUMAN;LUM_HUMAN;COHA1_HUMAN;CO1A1_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;CO8A1_HUMAN;COFA1_HUMAN;BGH3_HUMAN;FBLN2_HUMAN;COSA1_HUMAN;FLRT2_HUMAN"	"35/1090"
"3"	"linear_increasing"	"GO"	"0005615"	"extracellular space "	"1409/17829"	11.3761467889908	7.90285489932133	3.82500513735948e-05	0.189376004350668	1.43949837545009	"C1S_HUMAN;PEDF_HUMAN;PCOC1_HUMAN;PI15_HUMAN;RET3_HUMAN;UROM_HUMAN;RET4_HUMAN;TAFA3_HUMAN;SLIT3_HUMAN;SEM4C_HUMAN;TINAG_HUMAN;SMOC1_HUMAN;SEM3A_HUMAN;SPON1_HUMAN;SERP3_HUMAN;CHID1_HUMAN;CRF_HUMAN;LIPB2_HUMAN;LRRT4_HUMAN;MDHC_HUMAN;CD1A_HUMAN;COEA1_HUMAN;HMCN2_HUMAN;ELNE_HUMAN;FBLN5_HUMAN;H2B2E_HUMAN;ANGL1_HUMAN;FBLN1_HUMAN;FETUA_HUMAN;IGF2_HUMAN;LIGO4_HUMAN;MIME_HUMAN;CCL21_HUMAN;AGRP_HUMAN;DERM_HUMAN;DPYL3_HUMAN;CXL13_HUMAN;CKLF1_HUMAN;APOA1_HUMAN;CFAB_HUMAN;CATF_HUMAN;GREM1_HUMAN;CSF1_HUMAN;EGFR_HUMAN;MMP14_HUMAN;CP4AM_HUMAN;CYTD_HUMAN;C1QC_HUMAN;DEF4_HUMAN;EPO_HUMAN;IL11_HUMAN;OBP2B_HUMAN;CCL19_HUMAN;CBPZ_HUMAN;DFB4A_HUMAN;SCRG1_HUMAN;SG1D4_HUMAN;SPI2_HUMAN;THBG_HUMAN;SPRL1_HUMAN;MFGM_HUMAN;SPB10_HUMAN;UTER_HUMAN;SEM3D_HUMAN;COKA1_HUMAN;FGF19_HUMAN;LTBP4_HUMAN;TGFB2_HUMAN;SUSD2_HUMAN;TENX_HUMAN;WNT7A_HUMAN;SVEP1_HUMAN;RELN_HUMAN;VSTM1_HUMAN;MFAP4_HUMAN;TARSH_HUMAN;TNFB_HUMAN;ULBP3_HUMAN;UCMA_HUMAN;UCN2_HUMAN;ATS4_HUMAN;CBPB2_HUMAN;C1R_HUMAN;CHLE_HUMAN;CCL13_HUMAN;BMPER_HUMAN;IBP3_HUMAN;IL33_HUMAN;IL34_HUMAN;IL36G_HUMAN;IL3_HUMAN;IL9_HUMAN;FBLN3_HUMAN;NNRE_HUMAN;NTF3_HUMAN;INS_HUMAN;NDP_HUMAN;LUM_HUMAN;COHA1_HUMAN;CYTC_HUMAN;CO1A1_HUMAN;ACE2_HUMAN;AACT_HUMAN;CO3A1_HUMAN;CO3_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CO8A1_HUMAN;GDF10_HUMAN;GDF11_HUMAN;GELS_HUMAN;GLIP1_HUMAN;BMP10_HUMAN;COFA1_HUMAN;BGH3_HUMAN;CTHR1_HUMAN;ACTA_HUMAN;ACTH_HUMAN;APOA4_HUMAN;ASM3B_HUMAN;EDN1_HUMAN;FA20A_HUMAN;CCL15_HUMAN;COSA1_HUMAN;FLRT2_HUMAN"	"125/1090"
"52"	"linear_increasing"	"GO"	"0005788"	"endoplasmic reticulum lumen "	"290/17829"	3.39449541284404	1.62656346401929	4.99257008818566e-05	0.247182145066072	2.08691236950332	"PGLT1_HUMAN;TMM43_HUMAN;SPON1_HUMAN;COEA1_HUMAN;GT253_HUMAN;ERP44_HUMAN;FETUA_HUMAN;ARSJ_HUMAN;ITIH2_HUMAN;COQA1_HUMAN;APOA1_HUMAN;GPX8_HUMAN;CSF1_HUMAN;EST3_HUMAN;LTBP1_HUMAN;SPRL1_HUMAN;MFGM_HUMAN;TSN33_HUMAN;COKA1_HUMAN;TXND5_HUMAN;WNT7A_HUMAN;CHLE_HUMAN;CLN6_HUMAN;ARSF_HUMAN;IBP3_HUMAN;INS_HUMAN;COHA1_HUMAN;CYTC_HUMAN;CO1A1_HUMAN;ACE2_HUMAN;CO3A1_HUMAN;CO3_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CO8A1_HUMAN;COFA1_HUMAN;APOA4_HUMAN;COSA1_HUMAN"	"38/1090"
"308"	"linear_increasing"	"GO"	"0005201"	"extracellular matrix structural constituent "	"97/17829"	1.65137614678899	0.544057434516798	7.36124504374203e-05	0.364455242115668	3.0352974557836	"UROM_HUMAN;SPON1_HUMAN;COEA1_HUMAN;FBLN1_HUMAN;LAMA2_HUMAN;DERM_HUMAN;NID1_HUMAN;ELN_HUMAN;TENX_HUMAN;LUM_HUMAN;COHA1_HUMAN;CO1A1_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;CO8A1_HUMAN;COFA1_HUMAN;BGH3_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"19/1090"
"663"	"linear_increasing"	"GO"	"0030198"	"extracellular matrix organization "	"148/17829"	2.11009174311927	0.83010825060295	0.000139557044241717	0.690946926040739	2.54194768162658	"SMOC1_HUMAN;ST7_HUMAN;COEA1_HUMAN;FBLN1_HUMAN;CCD80_HUMAN;ATS16_HUMAN;MMP14_HUMAN;NOX1_HUMAN;ELN_HUMAN;NFKB2_HUMAN;S39A8_HUMAN;OLM2A_HUMAN;ATS4_HUMAN;ATL3_HUMAN;ATS18_HUMAN;COHA1_HUMAN;CO1A1_HUMAN;CO3A1_HUMAN;CO5A1_HUMAN;CO8A1_HUMAN;COFA1_HUMAN;BGH3_HUMAN;FBLN2_HUMAN;COSA1_HUMAN"	"24/1090"
"82"	"linear_increasing"	"GO"	"0007155"	"cell adhesion "	"407/17829"	4.03669724770642	2.28279768915811	0.00038482642861611	1	1.76831143069675	"PGM5_HUMAN;TINAG_HUMAN;SPON1_HUMAN;SDF1_HUMAN;SIGL1_HUMAN;MAG_HUMAN;CDHR5_HUMAN;MMRN1_HUMAN;GT253_HUMAN;LAMA2_HUMAN;ITA9_HUMAN;DERM_HUMAN;FREM2_HUMAN;ENTP1_HUMAN;LY9_HUMAN;NRP2_HUMAN;NECT1_HUMAN;PCDH7_HUMAN;SHIP2_HUMAN;PCD18_HUMAN;SRPX_HUMAN;MFGM_HUMAN;TENX_HUMAN;MADCA_HUMAN;SVEP1_HUMAN;RELN_HUMAN;MFAP4_HUMAN;TSP2_HUMAN;ABL2_HUMAN;ADA22_HUMAN;HCK_HUMAN;LMLN2_HUMAN;CLD20_HUMAN;CLD2_HUMAN;CLD34_HUMAN;CO5A1_HUMAN;CO6A2_HUMAN;CLC4A_HUMAN;CO8A1_HUMAN;CLCA2_HUMAN;BMP10_HUMAN;AOC3_HUMAN;COFA1_HUMAN;BGH3_HUMAN;COSA1_HUMAN"	"45/1090"
"45"	"linear_increasing"	"GO"	"0030018"	"Z disc "	"124/17829"	1.74311926605505	0.695496101856526	0.000669282978143025	1	2.50629624149157	"PDLI3_HUMAN;PGM5_HUMAN;CAN3_HUMAN;JPH2_HUMAN;CAC1C_HUMAN;CSRP3_HUMAN;CASQ2_HUMAN;CASQ1_HUMAN;PALLD_HUMAN;MYL9_HUMAN;NEXN_HUMAN;SYNP2_HUMAN;SCN3B_HUMAN;SYNCI_HUMAN;DESM_HUMAN;MYZAP_HUMAN;MYPT2_HUMAN;FLNA_HUMAN;BMP10_HUMAN;CAPON_HUMAN"	"20/1090"
"175"	"linear_increasing"	"GO"	"0007601"	"visual perception "	"191/17829"	2.29357798165138	1.07128835044029	0.0008413509999404	1	2.14095297564725	"PDE6C_HUMAN;PDE6D_HUMAN;RET3_HUMAN;RET4_HUMAN;S4A10_HUMAN;GLRB_HUMAN;CNGB1_HUMAN;CRGN_HUMAN;CRBA4_HUMAN;BBS10_HUMAN;CABP4_HUMAN;CRBA2_HUMAN;NXNL2_HUMAN;NCKX1_HUMAN;SIX6_HUMAN;WDR36_HUMAN;CLN6_HUMAN;ARRC_HUMAN;FBLN3_HUMAN;NDP_HUMAN;LUM_HUMAN;CPLX4_HUMAN;CO1A1_HUMAN;ATX7_HUMAN;BGH3_HUMAN;F161A_HUMAN"	"26/1090"
